transaction_id,timestamp,customer_id,product_id,campaign_id,quantity,discount_applied,gross_revenue,refund_flag
75,2024-02-27 14:43:51,30838,415,45,1,0,1476.8,0
76,2023-03-05 10:56:01,9813,84,3,4,20,1663.71,0
77,2025-02-22 02:31:31,79731,227,41,4,20,3754.72,0
78,2024-05-11 07:36:48,97756,355,6,2,15,677.28,0
79,2023-05-17 13:54:16,29748,332,7,4,0,828.48,0
80,2024-09-09 11:54:55,6977,47,5,5,15,3206.71,0
81,2024-07-18 02:41:13,93865,29,47,2,0,1119.88,0
82,2023-01-05 20:08:27,56635,65,6,3,0,3703.17,0
83,2023-09-28 19:00:21,55714,269,48,4,20,2356.99,0
84,2023-09-30 21:51:31,43304,332,27,4,10,745.63,0
85,2023-10-16 00:24:06,49962,211,23,4,10,4147.45,0
86,2024-10-05 23:10:48,27634,402,7,2,5,732.6,0
87,2023-05-04 01:28:31,54752,154,9,3,15,738.58,0
88,2023-01-05 22:28:08,18394,27,13,2,0,218.52,0
89,2024-07-01 13:34:05,52242,167,43,1,5,641.81,0
90,2023-02-23 19:31:34,35213,31,29,3,0,2400.54,0
91,2024-02-09 09:25:55,66816,160,21,1,5,831.65,0
92,2024-11-16 05:30:20,42184,484,44,3,0,3850.74,0
93,2023-06-17 03:42:23,50387,452,22,4,15,4586.5,0
94,2024-02-05 01:37:56,60834,127,30,4,5,1646.05,0
95,2024-05-17 12:29:52,78597,383,13,4,0,4067.32,0
96,2024-04-27 10:32:31,65726,249,48,1,20,451.94,0
97,2023-07-18 23:00:26,99368,42,38,2,20,1614.48,0
98,2024-07-19 06:28:13,50603,178,9,2,10,1063.42,0
99,2024-03-31 10:39:05,46563,138,11,5,15,6189.87,0
100,2024-03-27 13:17:46,23764,340,12,1,15,35.17,0
101,2023-10-26 09:49:38,40542,283,1,2,20,2239.76,0
102,2024-03-09 19:33:46,82743,460,25,1,10,1220.44,0
103,2024-09-23 07:54:31,30727,230,7,1,5,1285.16,0
104,2023-11-27 17:14:22,12381,51,20,3,15,159.35,0
105,2025-01-13 14:17:51,89087,405,15,2,5,2726.8,0
106,2024-08-12 06:25:11,50801,76,22,5,5,4478.11,0
107,2024-11-13 23:42:13,42786,75,7,4,5,748.33,0
108,2024-03-22 14:37:02,50641,269,9,2,20,1178.5,0
109,2023-11-05 18:06:34,51516,15,9,4,15,2773.11,0
110,2023-08-21 21:52:40,41096,136,31,1,5,752.4,0
111,2023-12-05 02:07:18,77867,328,46,4,5,4506.8,0
112,2024-05-06 13:34:36,18006,399,2,5,20,660.12,0
113,2023-05-27 09:33:31,47637,331,2,2,0,1269.02,0
114,2024-05-13 09:11:58,25818,27,30,1,15,92.87,1
115,2023-03-04 14:53:32,81463,387,21,3,20,547.27,1
116,2024-04-22 16:29:15,86871,111,40,5,20,3433.72,0
117,2024-12-30 01:00:24,50454,242,31,2,10,1595.75,0
118,2024-12-25 06:30:07,2987,30,26,1,15,1012.44,0
119,2024-09-02 13:00:14,63959,212,33,4,15,824.67,0
120,2024-02-02 01:00:39,84534,239,20,3,15,646.71,0
121,2024-06-07 03:18:20,10829,289,50,4,15,2285.28,0
122,2023-07-22 06:08:39,98944,465,28,1,0,508.68,0
123,2023-08-28 09:54:05,29941,413,13,4,5,1841.67,0
124,2024-02-21 11:50:41,53855,470,11,1,15,420.58,0
125,2023-10-31 20:11:51,15508,136,23,5,15,3366.0,0
126,2024-10-08 06:55:31,6502,308,31,2,5,1247.24,0
127,2023-10-18 19:34:10,30303,310,34,3,5,2365.16,0
128,2023-07-19 04:04:56,97902,81,5,1,10,90.16,0
129,2023-12-10 13:20:44,45890,399,10,5,15,701.38,0
130,2024-01-10 07:13:13,15413,498,38,3,10,3547.31,0
131,2023-01-09 14:58:31,65671,426,1,3,20,2485.82,0
132,2024-12-24 22:20:44,81104,419,36,4,0,5433.4,0
133,2024-10-09 08:46:17,21018,489,41,5,5,511.19,0
134,2023-07-27 07:13:37,68693,261,21,2,10,1276.04,0
135,2024-11-29 15:11:54,51116,211,40,3,10,3110.59,0
136,2023-06-23 15:37:42,49607,109,46,1,20,1056.62,0
137,2023-07-28 23:45:07,65158,151,10,1,0,807.03,0
138,2023-08-27 01:37:26,19476,257,45,3,0,1176.51,0
139,2024-01-21 14:40:36,46371,452,40,2,10,2428.15,0
140,2024-02-07 14:12:18,36987,463,15,5,15,1096.88,0
141,2024-08-23 03:17:26,59368,206,49,2,15,148.6,0
142,2025-02-25 17:03:37,18986,122,45,1,0,850.53,0
143,2023-10-03 11:55:53,30266,237,26,3,15,943.81,0
144,2023-09-12 00:11:11,65791,207,17,2,10,1795.97,0
145,2023-07-14 22:54:49,43867,380,44,3,5,1067.72,0
146,2023-05-17 10:30:58,26176,120,17,4,15,3589.35,0
147,2023-12-17 10:11:06,29138,351,7,4,10,3436.74,1
148,2024-06-04 11:02:00,40645,105,8,2,10,63.72,0
149,2024-06-28 06:55:31,88973,404,35,1,10,1227.23,0
150,2024-10-14 14:17:38,72185,255,18,4,5,5645.09,0
151,2025-02-15 03:42:47,37918,254,41,4,15,3284.43,0
152,2024-04-06 08:25:42,1870,152,21,3,10,1833.3,0
153,2025-02-02 02:43:29,18798,475,30,3,0,2575.2,0
154,2023-12-16 12:34:24,29421,86,44,2,20,1377.66,0
155,2023-11-29 12:45:33,2133,414,27,3,15,1203.52,0
156,2023-10-06 18:59:26,8834,495,9,5,0,5303.1,1
157,2023-04-23 03:56:29,43096,261,39,5,0,3544.55,0
158,2024-05-11 01:21:12,29690,482,45,2,20,286.94,0
159,2024-12-05 03:05:42,21652,149,23,2,5,1988.82,0
160,2023-03-03 20:16:55,89184,70,22,2,20,923.01,0
161,2024-11-20 12:41:24,21442,107,34,4,15,4290.02,0
162,2024-05-26 14:30:35,20862,111,16,5,0,4292.15,0
163,2023-12-23 14:01:20,12305,370,41,1,0,673.01,0
164,2023-11-24 10:21:39,5484,30,6,2,15,2024.89,0
165,2024-04-23 00:49:22,7804,337,25,3,10,333.5,0
166,2023-01-09 11:13:42,18129,273,37,4,5,4840.82,0
167,2023-03-10 16:16:15,47489,220,43,2,5,2657.68,0
168,2023-10-18 19:17:24,47130,473,17,2,10,2277.5,0
169,2024-12-23 13:23:52,46028,284,13,3,20,1037.11,0
170,2023-03-09 18:46:32,69928,103,44,4,10,2096.96,0
171,2024-04-07 02:11:17,69272,42,20,5,5,4792.99,0
172,2025-02-11 16:17:53,49580,158,50,2,15,458.57,0
173,2023-11-21 22:24:17,96650,360,11,5,0,5925.0,0
174,2024-05-12 06:44:42,57462,410,9,2,15,2244.14,0
175,2023-05-23 23:15:22,99306,101,24,2,5,362.44,0
176,2024-03-28 02:03:29,98541,487,9,2,20,136.26,0
177,2023-11-18 12:14:31,17818,459,25,3,0,1514.04,0
178,2024-03-28 01:12:24,68135,424,31,2,5,1765.59,0
179,2024-05-22 06:26:15,49695,71,44,3,15,1135.39,0
180,2024-06-03 00:20:10,22316,93,34,4,10,298.87,0
181,2023-05-11 11:17:07,2286,491,13,1,5,1283.4,1
182,2023-05-02 02:10:37,57196,445,22,4,10,5258.27,0
183,2024-05-25 10:53:57,85980,151,4,2,5,1533.36,0
184,2024-02-04 04:20:12,93630,227,38,1,20,938.68,0
185,2023-04-19 20:12:30,78021,426,32,5,5,4919.86,0
186,2024-04-22 01:35:08,75558,381,29,1,15,579.71,0
187,2024-11-10 06:26:26,64689,63,18,1,5,388.47,0
188,2023-12-30 06:01:59,5254,175,36,2,20,1744.35,0
189,2023-01-12 09:07:22,21418,257,2,1,0,392.17,0
190,2024-01-23 16:23:54,89209,303,35,4,20,4136.03,0
191,2023-07-23 09:39:34,79488,251,1,4,20,1177.79,0
192,2024-01-16 23:09:20,53195,458,42,3,15,2377.98,0
193,2024-04-27 10:17:57,71433,355,24,1,15,338.64,0
194,2025-02-26 11:39:58,34894,384,46,5,0,5267.1,0
195,2023-05-24 11:42:00,98442,485,30,1,10,684.33,0
196,2023-08-02 23:43:31,27043,97,23,5,20,1328.68,0
197,2023-08-01 07:33:37,4035,32,27,5,0,1421.4,0
198,2024-03-22 17:08:29,45845,324,44,4,5,3628.85,0
199,2024-02-18 22:18:20,49094,330,36,1,15,581.69,0
200,2024-08-11 14:44:53,2113,126,11,2,15,86.51,0
201,2023-07-14 16:58:19,78530,490,48,2,10,2312.87,0
202,2024-11-01 20:18:31,77200,123,32,1,5,1155.61,0
203,2023-07-11 03:00:42,53603,11,40,2,10,426.46,0
204,2023-05-20 13:53:43,44648,112,28,1,5,1365.73,0
205,2024-03-05 14:09:34,61612,325,50,3,10,616.95,0
206,2023-01-02 17:06:00,31616,350,21,1,10,205.56,0
207,2024-09-08 10:37:38,2892,338,45,3,10,2981.93,0
208,2023-10-01 16:00:42,64503,85,6,3,20,1847.26,0
209,2023-09-22 02:43:45,38106,331,32,3,20,1522.82,0
210,2023-04-05 20:35:55,8518,425,7,4,0,5835.36,0
211,2024-08-06 13:17:19,13235,35,31,3,0,1729.65,0
212,2023-12-28 07:04:01,61621,108,1,5,0,2330.2,0
213,2023-07-29 23:20:41,53623,328,32,2,10,2134.8,1
214,2024-08-27 15:45:05,12475,29,4,2,15,951.9,1
215,2023-12-26 19:03:48,33658,249,17,1,5,536.68,0
216,2023-03-21 14:05:00,63482,134,35,5,20,189.52,0
217,2024-10-09 11:36:20,62419,197,45,3,0,976.8,0
218,2023-11-07 11:22:21,71324,383,36,5,10,4575.74,0
219,2024-03-18 19:50:06,32267,14,5,2,15,688.96,0
220,2024-07-26 07:40:20,59619,84,47,5,10,2339.59,0
221,2025-01-01 14:39:18,52169,470,17,4,20,1583.36,0
222,2023-05-16 19:14:33,35869,313,2,4,15,3918.87,0
223,2023-11-20 21:07:14,52452,125,36,2,5,1424.13,0
224,2023-06-28 23:21:42,31725,446,19,2,0,2171.38,0
225,2023-06-09 03:07:39,99669,478,5,5,10,5284.35,0
226,2023-04-05 01:23:24,71884,376,26,3,15,2387.0,0
227,2023-03-28 10:06:19,65893,393,13,3,20,3245.88,0
228,2024-01-26 08:08:00,67688,64,3,5,20,1852.08,0
229,2023-11-10 16:40:43,63162,372,12,5,20,5646.28,0
230,2023-02-07 12:16:05,33674,305,8,2,0,466.38,0
231,2024-02-20 15:24:54,60919,415,42,4,5,5611.84,1
232,2025-01-29 15:47:04,95556,12,47,3,20,2595.77,0
233,2023-12-27 19:48:26,9874,497,43,4,20,2202.18,0
234,2023-06-17 05:43:21,34496,59,19,3,5,1283.95,0
235,2023-07-10 23:43:11,29342,311,32,3,20,1324.97,0
236,2024-03-04 15:07:52,43862,195,45,5,10,5826.96,0
237,2025-02-05 19:34:08,49637,305,15,3,20,559.66,0
238,2023-04-15 08:44:31,19841,247,34,2,10,1495.64,0
239,2024-06-20 01:27:45,27015,322,27,3,5,2870.69,0
240,2024-08-14 20:37:09,79760,27,24,1,10,98.33,0
241,2024-10-12 02:55:15,68770,400,10,5,0,1658.7,0
242,2024-07-10 03:05:55,6773,169,26,1,10,80.61,0
243,2024-06-06 10:44:04,93687,49,16,3,10,862.84,0
244,2024-04-13 03:37:43,20893,221,34,5,5,3143.79,0
245,2024-03-13 05:50:39,7694,35,38,3,5,1643.17,0
246,2023-01-12 14:41:16,3469,74,27,5,0,7121.3,0
247,2023-07-04 08:39:44,93909,242,30,1,15,753.55,0
248,2024-10-22 07:02:33,23318,126,16,2,20,81.42,0
249,2024-12-25 13:49:45,46998,281,3,1,10,778.18,0
250,2023-08-17 11:09:27,84174,478,38,4,10,4227.48,0
251,2024-12-09 20:30:36,63795,190,36,2,0,2010.3,0
252,2024-04-25 23:00:38,23963,459,20,1,0,504.68,0
253,2023-12-27 09:19:33,20291,443,28,2,5,791.24,0
254,2023-09-10 18:46:58,42914,127,47,4,15,1472.78,0
255,2023-05-10 07:07:55,30451,401,30,1,5,1148.28,0
256,2023-03-22 16:38:31,154,334,32,4,5,3420.0,0
257,2024-04-19 01:06:20,14845,95,8,3,0,1229.25,0
258,2023-01-11 22:41:54,88925,134,15,1,0,47.38,0
259,2023-05-17 05:17:09,8761,12,7,5,15,4596.67,0
260,2024-04-02 01:15:28,41173,363,5,4,5,1761.72,0
261,2023-02-11 09:06:33,84861,166,4,4,10,4088.3,0
262,2024-03-05 13:43:36,370,302,23,5,20,5885.8,0
263,2024-07-01 13:50:22,18042,35,38,3,10,1556.68,0
264,2024-01-28 15:08:51,83339,36,27,3,10,2752.73,0
265,2024-06-21 16:26:33,2411,358,48,3,0,4246.23,0
266,2023-08-11 14:59:44,41988,277,35,5,5,4074.31,1
267,2024-05-09 18:06:53,57882,362,21,2,20,134.0,0
268,2023-08-19 09:35:32,32843,479,11,2,20,2057.76,0
269,2023-04-20 02:18:20,23433,432,11,2,20,603.38,0
270,2024-10-11 11:57:03,84684,300,23,5,15,3500.17,0
271,2023-07-12 11:12:07,39710,36,25,3,10,2752.73,1
272,2023-04-21 07:01:59,53587,377,46,4,0,4657.52,0
273,2024-09-10 12:30:30,5993,273,18,1,15,1082.82,1
274,2024-01-08 08:29:33,61925,376,10,5,5,4446.38,0
275,2024-11-06 11:59:38,61017,165,31,5,15,5423.55,0
276,2024-06-01 20:09:51,97910,103,49,4,0,2329.96,0
277,2024-03-15 10:59:26,12785,267,18,5,15,1840.8,0
278,2024-02-04 13:16:14,1071,307,49,1,15,525.6,0
279,2023-10-23 08:26:38,90092,30,37,4,10,4288.0,1
280,2024-06-09 12:12:27,46848,218,13,3,5,2241.24,0
281,2024-10-11 06:13:31,97202,218,47,3,0,2359.2,0
282,2024-01-09 13:07:16,94814,498,40,1,0,1313.82,0
283,2023-01-29 12:51:14,89914,58,36,1,10,1053.03,0
284,2024-03-09 14:53:06,46991,261,50,2,10,1276.04,0
285,2024-09-12 01:35:18,67558,362,10,1,15,71.19,0
286,2023-02-27 02:52:15,40989,267,22,2,10,779.63,1
287,2023-06-18 20:59:33,54192,70,24,1,10,519.19,0
288,2024-09-01 16:27:19,38792,332,45,1,10,186.41,0
289,2024-10-23 07:51:11,90794,147,35,1,15,1025.34,0
290,2023-12-13 08:17:03,97242,231,10,2,0,337.66,0
291,2023-02-21 14:37:17,51397,384,24,1,20,842.74,0
292,2023-05-21 22:47:03,3431,385,40,3,0,1240.74,0
293,2024-10-07 08:14:53,22851,107,3,1,0,1261.77,0
294,2023-12-16 05:12:07,3547,171,31,5,5,871.91,0
295,2024-03-20 12:44:59,16282,233,37,2,5,630.72,0
296,2023-12-02 12:10:58,28935,235,22,1,5,1417.52,0
297,2023-09-22 05:57:35,98290,296,19,5,5,4451.94,0
298,2024-05-03 01:09:07,19890,154,16,3,0,868.92,0
299,2024-05-20 16:05:16,91800,160,31,1,20,700.34,0
300,2023-08-03 17:53:41,71478,217,15,1,5,252.63,1
301,2025-01-18 10:15:30,82353,446,11,2,5,2062.81,0
302,2024-07-24 14:38:32,74739,336,47,2,5,839.7,0
303,2024-10-27 20:00:39,63221,31,37,4,20,2560.58,0
304,2024-06-28 20:22:31,24429,22,46,4,15,1417.77,0
305,2024-09-05 06:46:34,87337,500,40,2,0,2726.16,0
306,2024-04-12 19:49:33,61149,250,6,1,0,839.21,0
307,2023-10-25 18:37:01,1201,150,17,4,15,266.25,0
308,2023-01-28 01:01:01,91756,317,23,1,10,524.87,0
309,2023-02-12 17:38:01,87989,298,39,3,20,1282.97,0
310,2023-07-26 05:19:12,5445,85,48,2,10,1385.44,0
311,2025-01-23 00:47:43,54054,112,11,3,5,4097.19,0
312,2023-09-26 21:56:56,50674,439,15,4,10,2251.8,0
313,2025-01-17 23:07:58,6266,112,17,1,15,1221.97,0
314,2024-01-17 03:57:46,76941,159,33,4,0,3669.28,0
315,2024-04-18 02:13:48,37446,393,36,1,0,1352.45,0
316,2024-08-30 01:38:37,25030,51,45,4,0,249.96,0
317,2023-07-09 02:33:16,90941,373,35,3,0,3260.04,0
318,2023-04-28 23:54:27,96570,294,15,4,15,2148.02,0
319,2024-09-21 23:23:08,11047,254,47,1,10,869.41,0
320,2024-02-13 04:32:00,29553,21,31,1,5,207.21,0
321,2023-01-01 00:41:47,89014,357,26,4,20,2204.06,0
322,2023-07-02 10:13:10,96984,495,24,3,10,2863.67,0
323,2024-08-25 17:13:55,59039,496,26,4,0,1737.32,0
324,2024-12-15 05:58:24,41514,370,2,3,15,1716.18,0
325,2024-01-14 01:38:46,13019,139,50,3,10,1074.2,1
326,2023-05-27 01:12:20,74564,252,7,3,20,1348.3,0
327,2023-04-07 23:00:55,70866,403,39,2,5,2328.54,0
328,2024-04-20 01:22:30,31171,73,50,1,15,415.38,0
329,2024-12-08 19:32:52,4901,215,14,2,20,555.12,0
330,2023-02-06 03:25:56,58421,263,40,1,15,135.13,0
331,2023-07-16 23:16:35,12093,143,35,4,5,2855.93,0
332,2023-02-06 09:22:49,37537,238,12,5,15,1909.87,1
333,2023-07-13 19:25:06,99293,369,27,5,20,1151.96,0
334,2024-09-18 08:05:02,81773,462,47,3,10,3611.36,0
335,2024-08-23 03:07:42,85578,176,27,5,20,2055.56,0
336,2023-06-30 05:26:11,47991,246,18,3,5,710.36,0
337,2025-02-22 16:59:43,81281,76,11,4,0,3771.04,0
338,2024-03-14 06:42:50,66413,208,44,5,15,4654.05,0
339,2023-02-07 16:31:53,95901,65,7,4,0,4937.56,0
340,2024-09-19 20:00:07,99614,261,7,5,0,3544.55,0
341,2025-01-29 10:10:39,58227,165,50,2,20,2041.81,0
342,2025-01-29 07:15:55,2245,312,21,2,20,368.58,0
343,2023-08-06 08:21:49,9858,75,9,2,15,334.78,0
344,2023-09-25 10:15:04,72455,404,22,4,15,4636.21,0
345,2023-04-23 10:52:45,4336,490,42,5,15,5460.95,0
346,2024-09-30 00:28:02,6943,11,17,5,5,1125.37,0
347,2023-12-01 21:24:10,28574,470,44,2,20,791.68,0
348,2024-01-30 22:30:31,66838,31,24,3,15,2040.46,0
349,2023-03-22 04:09:34,3571,197,46,1,5,309.32,0
350,2024-02-05 09:57:41,98855,97,1,3,20,797.21,0
351,2024-01-05 14:21:58,9226,302,6,5,5,6989.39,0
352,2023-08-16 16:34:22,46056,403,40,3,20,2941.32,0
353,2024-12-18 07:26:20,71871,285,10,5,0,521.6,0
354,2023-10-28 07:26:34,32587,262,28,1,0,445.03,0
355,2023-12-10 15:12:22,94119,500,42,5,15,5793.09,0
356,2024-10-09 16:39:14,55527,303,16,5,20,5170.04,0
357,2024-07-17 01:17:50,43951,194,26,5,15,830.53,0
358,2024-09-11 05:58:22,91597,447,40,5,5,6558.42,0
359,2024-07-15 14:46:35,68532,153,17,5,20,1717.04,0
360,2023-04-28 00:03:57,66407,48,23,1,5,34.3,0
361,2023-03-10 11:06:45,52531,486,37,1,0,1397.16,0
362,2024-10-04 18:43:54,91909,129,14,5,10,2232.5,0
363,2024-01-28 13:46:42,39994,294,40,1,20,505.42,0
364,2024-03-09 13:18:56,18456,439,39,3,10,1688.85,0
365,2023-10-05 07:47:15,9243,185,35,3,5,4259.78,0
366,2023-05-09 01:06:52,82017,440,40,3,20,3046.92,0
367,2024-03-28 20:24:55,11114,3,37,2,0,561.52,0
368,2024-09-02 16:43:35,27830,485,3,1,20,608.3,0
369,2024-12-22 10:10:57,23598,158,45,3,0,809.25,0
370,2023-08-16 14:20:54,31993,284,22,3,10,1166.75,0
371,2024-01-27 17:22:12,54501,79,30,4,0,4462.6,0
372,2024-11-03 18:15:47,59151,123,9,5,20,4865.72,0
373,2023-05-10 01:54:55,46082,243,14,5,0,2859.2,0
374,2025-02-17 17:39:00,93285,92,9,4,10,723.35,0
375,2024-05-07 10:05:56,86143,126,42,2,10,91.6,0
376,2023-02-08 01:32:17,86155,247,37,1,15,706.27,0
377,2024-04-27 09:08:08,76116,260,17,3,10,1209.09,0
378,2023-11-09 05:43:32,35363,185,40,4,10,5380.78,0
379,2024-08-24 02:02:01,24578,453,5,5,20,911.16,0
380,2024-08-31 11:00:21,56818,343,9,3,0,3718.83,0
381,2024-01-28 10:03:45,12697,421,4,5,5,6473.25,0
382,2024-12-20 11:06:07,25767,142,21,5,20,601.56,0
383,2023-03-17 06:11:34,84744,342,18,3,0,4428.33,0
384,2024-11-09 01:36:17,29002,109,16,1,15,1122.65,0
385,2023-08-15 11:16:32,27869,142,16,5,20,601.56,0
386,2024-05-23 17:47:57,26621,16,27,5,15,1266.16,0
387,2023-04-22 21:52:46,70361,77,42,3,0,4353.0,1
388,2023-07-02 11:46:16,43700,460,29,5,15,5763.21,0
389,2023-05-12 17:00:04,28751,6,19,1,20,138.0,0
390,2024-03-09 10:03:36,30974,10,40,3,10,2631.28,0
391,2023-01-18 18:09:28,98499,7,44,2,0,1017.34,0
392,2024-04-20 15:11:52,86520,371,17,1,5,764.08,0
393,2023-10-11 18:34:07,72361,315,24,2,15,2091.99,0
394,2023-08-12 01:26:00,2163,421,1,1,0,1362.79,0
395,2024-06-19 05:34:12,75219,99,39,4,15,683.47,0
396,2023-12-12 20:39:27,73883,344,21,4,10,659.77,0
397,2023-05-26 19:20:10,52186,175,44,1,0,1090.22,0
398,2023-07-31 02:21:15,39126,318,8,4,0,282.0,0
399,2023-07-29 10:15:15,86653,159,1,3,5,2614.36,0
400,2023-07-26 18:17:43,45854,106,20,3,15,2888.08,0
401,2024-06-09 18:59:06,7126,303,30,4,0,5170.04,0
402,2023-07-25 00:43:45,28125,46,3,2,20,280.46,0
403,2025-02-07 10:22:47,71323,248,6,5,20,1982.28,0
404,2024-07-31 13:39:21,51099,451,32,1,20,1064.51,0
405,2024-10-15 20:01:32,92970,240,32,4,10,4467.82,0
406,2023-04-16 12:20:13,91587,455,28,4,5,3846.17,1
407,2023-06-04 08:50:52,8412,486,47,1,5,1327.3,0
408,2024-02-12 01:48:25,59683,263,5,2,0,317.96,0
409,2023-09-15 03:27:52,62353,210,16,4,15,4553.59,0
410,2024-05-06 03:22:43,76463,41,28,1,20,933.17,0
411,2024-11-16 11:42:18,65700,130,17,2,15,1187.47,0
412,2023-01-26 00:53:11,65729,2,24,4,15,164.39,0
413,2023-02-01 03:03:54,61748,463,20,5,5,1225.93,0
414,2023-02-28 13:00:32,50186,46,10,5,0,876.45,0
415,2024-08-17 16:31:27,74008,163,12,2,5,250.36,0
416,2024-11-13 16:59:49,63595,190,34,2,10,1809.27,0
417,2024-08-15 20:18:01,42695,188,48,5,20,3330.16,0
418,2023-06-15 01:27:48,77861,260,20,1,0,447.81,0
419,2023-11-03 01:06:18,84013,402,40,5,0,1927.9,0
420,2023-07-16 01:45:15,7172,86,17,3,0,2583.12,0
421,2024-03-02 07:45:15,7415,168,44,5,15,4201.72,0
422,2024-01-02 11:16:38,23835,127,7,1,5,411.51,0
423,2024-06-19 19:25:17,29889,454,26,4,10,4573.51,0
424,2024-12-10 04:18:55,18503,87,40,4,5,2639.29,0
425,2023-03-14 20:59:42,30492,179,13,1,0,485.55,0
