customer_id,event_id,timestamp,session_id,event_type,product_id,device_type,traffic_source,campaign_id,page_category,session_duration_sec,experiment_group,touch_order,purchase_time,attributed_revenue
278,166769,2023-01-25 03:32:30,S6988082,product_view,64,Tablet,Direct,32,Home,1382,B,1,2024-01-11 04:44:29,2844.23
287,122366,2023-02-15 14:29:09,S4935973,page_view,5,Mobile,Affiliate,37,Checkout,1346,B,1,2025-01-16 00:19:51,0.0
289,544276,2023-08-16 12:11:20,S3326757,page_view,139,Desktop,Direct,40,Home,1875,B,1,2024-12-17 16:14:00,5920.6900000000005
290,299909,2023-03-15 01:22:27,S7900530,page_view,210,Tablet,Direct,17,Product,664,A,1,2024-05-03 02:00:04,0.0
291,726976,2023-06-22 19:48:25,S3300540,checkout,94,Desktop,Display,30,Home,2629,A,1,2023-08-26 13:46:01,0.0
292,451763,2023-01-22 21:59:46,S3906326,purchase,90,Desktop,Email,36,Checkout,3137,B,1,2023-01-22 21:59:46,0.0
293,774533,2023-01-29 12:45:08,S9860779,page_view,426,Mobile,Paid Search,43,Profile,3376,B,1,2023-05-08 15:55:13,1779.63
301,393327,2023-06-01 02:28:49,S9642922,add_to_cart,395,Tablet,Paid Search,20,Cart,98,B,1,2024-11-27 02:16:44,1390.33
304,636561,2024-03-08 20:04:09,S3347598,purchase,237,Tablet,Paid Social,21,Home,3027,B,1,2024-03-08 20:04:09,0.0
307,60831,2023-06-11 23:44:21,S9217785,search,342,Tablet,Direct,50,Cart,1009,A,1,2023-12-04 15:29:06,5796.5
308,393683,2023-07-12 12:56:17,S8762387,page_view,438,Desktop,Direct,24,Checkout,3304,B,1,2025-01-16 16:15:43,2017.39
309,560037,2023-09-21 03:17:45,S9819154,add_to_cart,126,Tablet,Affiliate,8,Home,1962,B,1,2025-02-24 22:51:48,2752.72
311,37978,2023-04-04 02:26:17,S5456853,page_view,407,Tablet,Direct,8,Category,2144,A,1,2024-10-25 11:08:37,2178.64
315,567922,2023-11-24 17:30:21,S5487037,wishlist,129,Desktop,Referrals,33,Category,99,A,1,2024-04-19 10:05:55,1351.39
316,53563,2023-04-13 18:03:39,S8318771,product_view,155,Tablet,Direct,19,Category,1289,A,1,2023-05-20 09:54:18,433.65
325,428093,2023-02-05 21:53:05,S3769202,purchase,369,Desktop,Email,39,Checkout,1081,A,1,2023-02-05 21:53:05,1891.28
328,274008,2023-02-18 16:03:04,S7774958,product_view,493,Tablet,Affiliate,27,Cart,19,B,1,2023-05-21 06:12:21,0.0
336,783124,2023-03-15 02:33:16,S7958410,purchase,154,Desktop,Display,36,Search,2377,B,1,2023-03-15 02:33:16,1179.6599999999999
339,637217,2023-01-23 16:25:38,S5594035,add_to_cart,246,Mobile,Affiliate,40,Profile,1250,B,1,2023-05-13 11:36:35,3804.93
341,643691,2023-10-19 18:46:41,S8741416,wishlist,32,Desktop,Paid Search,38,Search,591,A,1,2024-12-08 00:02:48,402.04
343,209685,2023-05-27 18:03:32,S8582068,purchase,245,Mobile,Paid Social,7,Product,3203,A,1,2023-05-27 18:03:32,0.0
347,185422,2023-01-07 17:30:07,S1698980,checkout,260,Mobile,Display,16,Home,831,A,1,2024-09-29 10:34:11,293.7
353,107399,2023-04-08 19:55:39,S9270510,page_view,137,Mobile,Direct,23,Category,963,B,1,2024-07-28 12:19:40,2472.49
354,658053,2023-05-30 06:37:45,S3977034,purchase,390,Desktop,Display,42,Product,2595,A,1,2023-05-30 06:37:45,0.0
356,124837,2023-01-20 13:00:11,S8222957,page_view,323,Tablet,Affiliate,9,Product,1069,A,1,2024-10-04 13:03:39,0.0
358,606440,2023-04-06 23:39:22,S5630936,page_view,134,Mobile,Affiliate,45,Search,814,B,1,2024-03-17 08:13:22,3501.76
364,177510,2023-01-05 14:04:28,S2098990,purchase,422,Mobile,Direct,22,Search,547,B,1,2023-01-05 14:04:28,4914.88
365,737788,2023-06-20 18:26:02,S4228940,purchase,51,Tablet,Paid Search,36,Category,1798,B,1,2023-06-20 18:26:02,431.14
366,500986,2023-09-14 15:31:24,S5314910,add_to_cart,306,Desktop,Paid Social,13,Checkout,2946,A,1,2024-01-02 21:28:33,0.0
368,305367,2023-05-18 23:28:33,S4328099,page_view,383,Desktop,Direct,39,Search,2136,A,1,2023-11-06 05:02:57,3654.81
369,249986,2023-03-15 02:24:52,S2992627,add_to_cart,236,Tablet,Paid Search,32,Search,443,A,1,2023-06-27 03:19:30,1198.67
374,534726,2023-04-29 01:15:38,S4496769,search,432,Tablet,Paid Social,45,Cart,999,B,1,2023-11-10 15:40:44,2030.43
382,522467,2023-02-11 23:28:29,S4500099,page_view,291,Mobile,Referrals,44,Search,2526,B,1,2024-05-21 06:08:32,0.0
385,5857,2023-03-31 09:25:31,S6634538,add_to_cart,471,Desktop,Paid Social,32,Category,1546,A,1,2025-02-21 06:23:10,4753.76
387,786739,2023-02-04 19:58:05,S1570810,purchase,38,Mobile,Email,29,Profile,439,A,1,2023-02-04 19:58:05,6901.24
391,211245,2023-04-07 12:34:35,S3257720,page_view,272,Tablet,Direct,17,Profile,472,B,1,2023-10-08 04:42:42,0.0
397,487646,2023-06-02 14:11:59,S2389348,add_to_cart,200,Desktop,Referrals,3,Checkout,2655,A,1,2023-09-10 02:34:26,3786.12
401,333989,2023-01-04 01:10:04,S5678069,purchase,464,Desktop,Direct,18,Profile,2668,B,1,2023-01-04 01:10:04,0.0
407,357687,2023-01-14 20:57:09,S2691246,page_view,202,Mobile,Paid Search,25,Home,1788,B,1,2023-05-09 11:07:13,0.0
412,37056,2024-03-15 06:26:29,S9700771,product_view,482,Tablet,Referrals,43,Product,2334,A,1,2024-09-23 20:11:06,3538.31
415,250745,2023-05-03 14:37:12,S6690839,page_view,398,Tablet,Email,42,Checkout,3553,B,1,2024-12-14 04:54:45,0.0
416,570521,2023-03-12 13:34:16,S2575674,page_view,331,Desktop,Display,34,Checkout,1533,A,1,2024-01-17 01:13:34,0.0
426,127734,2023-04-19 08:16:29,S7140569,purchase,280,Tablet,Paid Search,46,Product,2893,B,1,2023-04-19 08:16:29,0.0
432,468830,2023-01-21 05:11:40,S2295939,product_view,41,Mobile,Referrals,30,Product,2180,A,1,2023-02-23 19:09:34,0.0
434,70318,2023-06-09 01:27:33,S9961019,wishlist,404,Mobile,Email,45,Checkout,3269,A,1,2024-01-27 09:27:53,9886.73
438,429047,2023-02-28 19:05:09,S1786002,purchase,163,Tablet,Display,25,Profile,2488,A,1,2023-02-28 19:05:09,7432.25
447,584427,2023-10-05 03:08:20,S1561588,purchase,134,Desktop,Paid Search,34,Category,3154,A,1,2023-10-05 03:08:20,3393.13
449,691778,2023-02-07 15:19:52,S3376941,page_view,67,Mobile,Paid Social,15,Profile,1593,B,1,2024-10-10 09:49:42,7977.03
454,3502,2023-04-30 20:34:27,S1048082,product_view,7,Desktop,Display,4,Home,1989,A,1,2024-03-01 14:28:13,823.57
456,705517,2023-01-27 09:09:03,S2472497,purchase,277,Desktop,Affiliate,36,Product,247,A,1,2023-01-27 09:09:03,0.0
461,630106,2023-09-09 18:24:54,S4740007,wishlist,433,Desktop,Paid Search,37,Search,3184,B,1,2024-06-09 20:36:18,5122.68
468,357703,2023-09-09 10:00:04,S3242553,add_to_cart,247,Mobile,Affiliate,14,Profile,1003,B,1,2024-08-11 22:13:38,0.0
474,41957,2023-02-07 06:03:02,S7359984,page_view,417,Desktop,Referrals,46,Home,2323,B,1,2023-09-24 04:49:11,0.0
475,199069,2023-01-04 21:52:34,S5219195,page_view,163,Desktop,Paid Search,47,Checkout,2657,A,1,2024-01-25 01:11:39,2145.36
481,82875,2023-01-07 04:28:59,S7908304,product_view,40,Tablet,Referrals,2,Profile,205,A,1,2024-03-01 03:19:48,1942.48
483,118743,2023-01-19 06:22:59,S1755316,product_view,177,Desktop,Affiliate,40,Product,3053,B,1,2023-11-11 01:51:07,7166.13
491,411770,2023-02-21 13:41:51,S3835680,page_view,226,Tablet,Referrals,11,Product,689,B,1,2023-03-07 19:25:17,0.0
497,265629,2023-04-24 19:17:52,S3565630,page_view,425,Mobile,Affiliate,17,Checkout,1515,B,1,2023-05-15 09:46:03,0.0
498,473958,2023-09-21 15:36:16,S2578954,page_view,288,Mobile,Affiliate,32,Product,626,A,1,2025-02-19 17:32:21,4021.45
502,639083,2023-03-13 14:45:45,S2772241,add_to_cart,413,Desktop,Direct,30,Product,1503,A,1,2023-07-29 23:17:01,10316.82
505,590629,2023-01-12 18:48:40,S9599129,login,217,Mobile,Referrals,28,Search,1160,A,1,2024-11-05 19:47:00,493.94
511,282684,2023-06-30 15:56:34,S2174238,product_view,300,Mobile,Referrals,45,Product,2514,B,1,2023-11-27 17:12:01,1805.74
512,23796,2023-03-12 16:02:18,S7321045,page_view,457,Tablet,Affiliate,28,Category,1983,B,1,2024-11-20 02:55:11,1337.39
515,504057,2023-01-04 02:48:00,S1426314,page_view,443,Desktop,Affiliate,18,Home,56,A,1,2024-01-06 23:12:26,4836.6
516,569663,2023-01-11 00:08:11,S1650232,product_view,325,Mobile,Referrals,14,Home,1250,B,1,2024-03-11 18:23:27,1200.36
517,598014,2023-03-25 00:24:22,S1759074,page_view,329,Mobile,Direct,23,Profile,1398,A,1,2024-05-22 21:55:02,0.0
522,296471,2023-07-04 12:37:02,S9083772,add_to_cart,160,Desktop,Direct,41,Home,844,A,1,2023-10-17 13:04:03,0.0
523,435699,2023-03-26 11:23:45,S2028252,page_view,433,Tablet,Direct,6,Category,2718,B,1,2024-08-31 12:20:59,0.0
526,450167,2023-02-14 11:05:37,S7817040,add_to_cart,203,Mobile,Paid Social,15,Home,374,A,1,2023-02-25 22:02:34,945.37
528,710794,2023-01-21 20:58:10,S9190175,product_view,33,Desktop,Email,23,Cart,2656,B,1,2024-11-07 05:00:25,1752.88
529,453664,2023-09-11 17:37:21,S5361860,wishlist,447,Mobile,Paid Social,22,Checkout,2448,B,1,2024-08-24 08:11:26,0.0
534,496202,2023-01-19 04:49:21,S8941169,purchase,106,Desktop,Email,42,Home,383,A,1,2023-01-19 04:49:21,774.15
536,569490,2023-02-28 18:18:14,S8719398,page_view,244,Mobile,Paid Search,12,Search,553,A,1,2023-04-09 00:45:48,2548.43
541,678599,2023-01-29 03:30:21,S8785718,add_to_cart,491,Desktop,Affiliate,13,Profile,2297,A,1,2024-05-01 12:22:01,6858.04
547,749318,2023-01-03 15:18:50,S4561712,add_to_cart,318,Mobile,Email,22,Category,464,B,1,2024-08-28 05:03:58,0.0
552,207505,2023-03-11 07:51:55,S6244593,page_view,85,Tablet,Paid Social,23,Cart,1180,A,1,2023-09-05 04:02:50,0.0
556,333662,2023-01-06 20:59:31,S7697324,page_view,318,Tablet,Paid Social,49,Home,83,A,1,2023-12-05 19:43:42,0.0
558,711513,2023-01-10 09:49:11,S1940065,page_view,340,Mobile,Affiliate,26,Category,867,B,1,2023-04-09 21:29:06,3448.08
559,516077,2023-06-06 09:29:44,S4309904,purchase,95,Tablet,Email,4,Checkout,2098,A,1,2023-06-06 09:29:44,4573.86
560,163843,2023-02-12 07:10:05,S1843500,page_view,307,Desktop,Direct,44,Search,1447,B,1,2023-10-18 17:26:10,4911.6900000000005
563,97940,2023-12-18 13:55:33,S6992495,checkout,363,Mobile,Email,39,Cart,445,A,1,2024-07-19 09:46:53,3196.08
564,222984,2023-01-21 05:19:41,S3237273,search,345,Mobile,Paid Search,15,Cart,1326,A,1,2023-10-05 11:38:26,0.0
567,416791,2023-02-03 02:41:38,S3519153,page_view,188,Mobile,Email,20,Checkout,3109,A,1,2023-09-03 08:39:07,1077.17
573,454775,2023-01-15 03:19:52,S4074715,purchase,15,Desktop,Referrals,13,Profile,1638,B,1,2023-01-15 03:19:52,0.0
579,427247,2023-03-12 23:41:49,S5722012,page_view,108,Desktop,Paid Search,31,Home,1266,A,1,2024-02-27 13:14:14,3726.02
582,222316,2023-03-10 13:46:30,S9756649,login,337,Desktop,Referrals,10,Product,3080,A,1,2024-02-10 11:16:28,4656.42
583,7358,2023-01-28 14:17:54,S2237141,product_view,467,Desktop,Paid Social,5,Profile,192,A,1,2024-01-26 08:04:16,446.67
587,317203,2023-03-12 09:12:36,S1432015,purchase,205,Desktop,Referrals,38,Cart,1982,A,1,2023-03-12 09:12:36,560.18
591,520532,2023-01-21 13:49:23,S4073955,product_view,423,Tablet,Email,26,Checkout,2362,A,1,2023-05-15 04:05:09,2198.21
592,220051,2023-05-18 04:34:51,S4192595,product_view,442,Desktop,Affiliate,8,Profile,346,B,1,2024-01-31 11:34:34,0.0
594,234614,2023-04-21 17:36:36,S6050415,checkout,114,Tablet,Direct,16,Category,565,B,1,2023-09-14 17:13:35,1133.25
598,378187,2023-02-21 13:13:54,S8275637,product_view,202,Mobile,Referrals,39,Profile,57,B,1,2023-07-13 22:17:56,215.57
599,155455,2023-01-25 23:05:08,S7741682,product_view,377,Desktop,Referrals,47,Cart,3049,A,1,2023-01-31 03:09:18,570.7
600,62368,2023-05-26 15:01:52,S4246316,product_view,328,Desktop,Referrals,27,Search,851,B,1,2023-08-12 20:52:09,574.48
602,338411,2023-02-22 09:22:43,S4983496,product_view,437,Desktop,Email,18,Category,3320,A,1,2024-07-21 14:01:41,12218.85
603,72695,2023-01-04 01:42:19,S7093959,product_view,83,Tablet,Paid Search,50,Product,1797,A,1,2024-10-23 00:56:45,0.0
605,400949,2023-01-01 18:06:43,S5774731,checkout,222,Mobile,Email,44,Home,1744,A,1,2023-05-12 20:49:41,0.0
608,39646,2023-01-27 00:46:14,S1085254,page_view,188,Tablet,Email,31,Home,209,A,1,2024-07-10 21:19:55,0.0
611,788387,2023-04-23 11:45:30,S1545757,add_to_cart,451,Mobile,Paid Search,9,Category,2773,A,1,2023-09-28 01:46:08,1055.69
612,681504,2023-02-16 16:35:15,S3251943,product_view,60,Tablet,Display,46,Category,3546,A,1,2023-04-05 01:29:35,6005.02
614,710296,2023-02-10 23:45:48,S2351289,add_to_cart,79,Desktop,Display,6,Search,3002,A,1,2023-08-02 12:26:00,1325.85
615,128539,2023-04-12 16:16:25,S9901081,page_view,156,Desktop,Paid Social,1,Checkout,2125,A,1,2023-08-08 17:16:46,0.0
616,601180,2023-01-01 17:03:57,S6103438,purchase,467,Tablet,Display,48,Search,1958,B,1,2023-01-01 17:03:57,0.0
618,211664,2023-01-05 04:50:47,S7637860,page_view,111,Tablet,Paid Search,33,Product,351,A,1,2023-05-25 02:32:04,0.0
621,646460,2023-01-22 14:44:20,S2235686,add_to_cart,138,Tablet,Referrals,31,Search,3515,B,1,2024-02-08 13:04:31,308.3
