event_id,timestamp,customer_id,session_id,event_type,product_id,device_type,traffic_source,campaign_id,page_category,session_duration_sec,experiment_group,touch_order,purchase_time
705487,2023-10-26 18:25:19,66,S1258934,search,81,Tablet,Display,50,Cart,2990,A,4,2024-09-17 04:23:03
188773,2023-11-19 22:45:21,66,S4955342,page_view,466,Mobile,Email,37,Search,408,B,5,2024-09-17 04:23:03
675893,2024-02-04 20:14:09,66,S2996540,product_view,357,Mobile,Email,38,Search,622,A,6,2024-09-17 04:23:03
586928,2024-05-10 19:09:10,66,S8728027,page_view,449,Desktop,Paid Social,25,Checkout,507,A,7,2024-09-17 04:23:03
403284,2024-08-18 20:49:52,66,S4743277,product_view,141,Mobile,Display,22,Profile,2571,A,8,2024-09-17 04:23:03
711244,2024-09-17 04:23:03,66,S5787972,purchase,341,Mobile,Paid Search,13,Cart,2376,B,9,2024-09-17 04:23:03
581741,2023-05-14 10:40:33,69,S1423767,purchase,500,Desktop,Display,23,Profile,2820,A,1,2023-05-14 10:40:33
213992,2023-01-12 09:27:31,70,S4053187,purchase,454,Tablet,Direct,29,Cart,2669,A,1,2023-01-12 09:27:31
408096,2023-08-11 20:04:49,72,S6643706,purchase,95,Tablet,Paid Social,19,Profile,465,B,1,2023-08-11 20:04:49
355959,2023-01-30 17:09:10,73,S5515555,product_view,311,Desktop,Referrals,41,Home,2013,A,1,2025-02-01 16:08:55
69015,2023-03-04 23:52:35,73,S3022519,search,409,Desktop,Display,24,Checkout,779,A,2,2025-02-01 16:08:55
544461,2023-08-12 04:02:49,73,S6520090,page_view,272,Mobile,Paid Social,2,Cart,2123,B,3,2025-02-01 16:08:55
641107,2024-04-12 01:47:52,73,S6510964,add_to_cart,461,Mobile,Display,27,Search,1266,A,4,2025-02-01 16:08:55
529115,2024-05-12 01:58:29,73,S4175141,page_view,386,Desktop,Paid Search,26,Cart,887,B,5,2025-02-01 16:08:55
546979,2024-05-27 07:30:24,73,S3284869,page_view,203,Mobile,Email,37,Profile,1866,A,6,2025-02-01 16:08:55
789112,2024-08-12 21:16:44,73,S4820375,page_view,260,Desktop,Email,16,Profile,2990,A,7,2025-02-01 16:08:55
4010,2024-10-05 06:21:44,73,S2061101,product_view,435,Desktop,Email,42,Category,3537,B,8,2025-02-01 16:08:55
385839,2025-01-14 16:11:05,73,S1689905,product_view,52,Mobile,Display,35,Home,1814,B,9,2025-02-01 16:08:55
704550,2025-02-01 16:08:55,73,S7755571,purchase,288,Mobile,Paid Search,35,Profile,1729,A,10,2025-02-01 16:08:55
103606,2023-10-14 20:29:55,76,S9698141,page_view,29,Tablet,Email,9,Product,3587,B,1,2024-07-09 17:23:53
618562,2024-03-27 11:05:05,76,S6126119,search,480,Mobile,Email,18,Cart,3062,A,2,2024-07-09 17:23:53
592290,2024-04-16 00:51:58,76,S6080461,page_view,496,Desktop,Email,32,Category,2020,B,3,2024-07-09 17:23:53
118414,2024-07-09 17:23:53,76,S7769413,purchase,269,Mobile,Affiliate,16,Checkout,1437,B,4,2024-07-09 17:23:53
741565,2023-07-25 00:00:30,77,S8200519,page_view,439,Tablet,Email,46,Cart,1077,B,1,2024-01-14 10:15:19
753283,2023-11-23 11:10:38,77,S5672363,product_view,298,Desktop,Display,15,Category,1895,B,2,2024-01-14 10:15:19
577151,2024-01-14 10:15:19,77,S8736022,purchase,92,Tablet,Email,13,Cart,3538,A,3,2024-01-14 10:15:19
212742,2023-01-24 20:19:08,80,S8898029,product_view,225,Mobile,Referrals,16,Checkout,2909,B,1,2024-05-01 13:14:08
349960,2023-02-13 20:07:52,80,S4890709,page_view,164,Mobile,Paid Search,41,Category,2504,B,2,2024-05-01 13:14:08
43714,2023-03-16 01:22:21,80,S2964360,search,373,Desktop,Paid Social,40,Home,2789,B,3,2024-05-01 13:14:08
20957,2023-10-12 22:30:06,80,S9653223,page_view,193,Desktop,Email,13,Cart,2860,B,4,2024-05-01 13:14:08
219475,2023-11-22 11:56:56,80,S6405439,page_view,303,Desktop,Email,44,Cart,3088,B,5,2024-05-01 13:14:08
57311,2023-12-08 02:01:48,80,S5745799,page_view,159,Desktop,Paid Search,22,Checkout,978,A,6,2024-05-01 13:14:08
756137,2023-12-08 18:17:45,80,S9477390,search,356,Mobile,Affiliate,5,Profile,1078,B,7,2024-05-01 13:14:08
680524,2024-02-04 04:37:54,80,S2383641,add_to_cart,498,Tablet,Email,26,Search,2888,B,8,2024-05-01 13:14:08
597458,2024-04-08 04:54:56,80,S7630162,login,62,Mobile,Paid Search,13,Home,671,B,9,2024-05-01 13:14:08
478817,2024-05-01 13:14:08,80,S6674185,purchase,101,Desktop,Email,36,Checkout,488,A,10,2024-05-01 13:14:08
446493,2023-01-24 20:56:56,82,S7193563,page_view,17,Mobile,Affiliate,36,Profile,3039,B,1,2023-08-01 11:18:49
500467,2023-03-28 12:52:12,82,S1485858,search,349,Mobile,Direct,47,Home,1437,A,2,2023-08-01 11:18:49
94828,2023-08-01 11:18:49,82,S1522929,purchase,239,Mobile,Referrals,24,Search,234,B,3,2023-08-01 11:18:49
433597,2023-02-08 17:00:26,84,S9291604,checkout,460,Tablet,Paid Search,41,Cart,2191,B,1,2023-05-03 04:26:49
704574,2023-05-03 04:26:49,84,S5976162,purchase,420,Tablet,Display,33,Category,3061,A,2,2023-05-03 04:26:49
14146,2023-06-19 03:07:14,93,S1439821,login,217,Desktop,Paid Social,28,Checkout,1590,A,1,2023-08-29 02:48:09
134373,2023-08-29 02:48:09,93,S3592623,purchase,480,Tablet,Paid Search,38,Product,536,B,2,2023-08-29 02:48:09
48452,2023-02-21 05:02:56,94,S4464087,product_view,127,Mobile,Paid Social,13,Search,2283,B,1,2024-10-02 08:03:35
495731,2023-05-18 15:22:04,94,S7417941,page_view,303,Desktop,Email,49,Cart,1513,A,2,2024-10-02 08:03:35
512133,2023-05-30 01:11:13,94,S9481231,product_view,49,Desktop,Email,1,Product,1884,B,3,2024-10-02 08:03:35
660996,2023-08-18 11:58:29,94,S1364644,page_view,340,Mobile,Affiliate,22,Product,1883,B,4,2024-10-02 08:03:35
252803,2023-11-13 05:30:37,94,S4968745,checkout,91,Tablet,Display,14,Profile,3297,A,5,2024-10-02 08:03:35
616450,2023-11-13 14:51:12,94,S1877700,wishlist,92,Tablet,Direct,29,Home,2290,A,6,2024-10-02 08:03:35
53433,2024-03-01 22:25:01,94,S4279661,page_view,258,Mobile,Paid Search,33,Home,1487,B,7,2024-10-02 08:03:35
280865,2024-04-05 19:09:40,94,S5575519,wishlist,278,Desktop,Affiliate,43,Checkout,3344,A,8,2024-10-02 08:03:35
450330,2024-09-07 09:31:00,94,S7151471,page_view,76,Desktop,Referrals,4,Cart,2217,A,9,2024-10-02 08:03:35
528215,2024-10-02 08:03:35,94,S7931356,purchase,167,Mobile,Email,26,Home,3419,B,10,2024-10-02 08:03:35
273648,2023-02-11 20:23:54,96,S4610539,purchase,236,Tablet,Paid Social,7,Checkout,750,A,1,2023-02-11 20:23:54
421031,2023-02-20 22:46:36,108,S3407576,page_view,470,Tablet,Affiliate,6,Home,1750,B,1,2023-04-02 15:47:07
680462,2023-02-28 01:49:08,108,S4640337,product_view,99,Tablet,Paid Search,4,Home,3253,A,2,2023-04-02 15:47:07
410615,2023-04-02 15:47:07,108,S1315008,purchase,394,Desktop,Referrals,43,Home,1944,B,3,2023-04-02 15:47:07
753878,2023-07-24 15:39:45,112,S7217354,page_view,50,Tablet,Affiliate,36,Product,2893,A,1,2023-07-27 00:26:02
255644,2023-07-27 00:26:02,112,S5505785,purchase,122,Desktop,Affiliate,4,Profile,1441,B,2,2023-07-27 00:26:02
580794,2023-03-03 00:09:47,113,S3660732,page_view,381,Tablet,Display,2,Checkout,678,A,1,2023-11-13 07:56:23
306140,2023-07-21 07:22:41,113,S7446152,search,345,Tablet,Direct,5,Search,2234,B,2,2023-11-13 07:56:23
276308,2023-11-13 07:56:23,113,S1309643,purchase,493,Mobile,Referrals,41,Product,428,A,3,2023-11-13 07:56:23
429158,2023-04-16 17:58:36,115,S4369567,page_view,146,Tablet,Direct,9,Profile,990,A,1,2023-06-08 11:31:03
408441,2023-06-08 11:31:03,115,S1763070,purchase,389,Tablet,Display,35,Search,2186,B,2,2023-06-08 11:31:03
654966,2023-07-16 16:37:14,116,S4895755,purchase,474,Tablet,Paid Search,14,Checkout,3327,A,1,2023-07-16 16:37:14
477312,2023-09-14 03:38:48,118,S8701459,page_view,183,Tablet,Direct,26,Checkout,3335,B,1,2023-10-05 12:15:31
403619,2023-09-26 12:17:06,118,S1911142,page_view,40,Desktop,Affiliate,10,Category,1048,B,2,2023-10-05 12:15:31
774006,2023-10-05 12:15:31,118,S4638922,purchase,268,Desktop,Email,12,Product,3298,B,3,2023-10-05 12:15:31
191929,2023-04-21 04:31:10,119,S7398365,login,339,Tablet,Paid Social,30,Cart,538,B,1,2024-09-22 04:46:36
478847,2023-05-12 05:58:28,119,S7044037,add_to_cart,144,Desktop,Affiliate,9,Product,993,A,2,2024-09-22 04:46:36
623812,2023-07-29 21:07:16,119,S3254446,page_view,57,Mobile,Referrals,30,Category,810,B,3,2024-09-22 04:46:36
795872,2023-08-03 09:01:33,119,S6164557,page_view,382,Tablet,Display,25,Category,2890,A,4,2024-09-22 04:46:36
76086,2024-07-06 05:28:14,119,S8462382,add_to_cart,348,Tablet,Direct,50,Checkout,3429,B,5,2024-09-22 04:46:36
324769,2024-07-24 22:32:45,119,S7001835,checkout,229,Desktop,Affiliate,29,Profile,3402,B,6,2024-09-22 04:46:36
563192,2024-07-26 02:20:37,119,S9461076,wishlist,239,Mobile,Direct,25,Product,2777,A,7,2024-09-22 04:46:36
700086,2024-09-22 04:46:36,119,S3822362,purchase,242,Mobile,Paid Social,47,Category,3026,A,8,2024-09-22 04:46:36
500687,2023-04-10 16:58:20,124,S2699851,login,323,Tablet,Paid Social,1,Cart,1695,A,1,2023-10-15 06:34:38
739678,2023-05-02 07:29:27,124,S2506600,product_view,373,Tablet,Direct,36,Profile,551,A,2,2023-10-15 06:34:38
520428,2023-05-07 20:25:18,124,S8845279,product_view,51,Tablet,Email,49,Product,1734,A,3,2023-10-15 06:34:38
370267,2023-06-02 09:07:09,124,S8600351,wishlist,490,Mobile,Direct,37,Home,343,B,4,2023-10-15 06:34:38
171139,2023-07-07 16:53:40,124,S4618827,wishlist,317,Mobile,Paid Social,1,Profile,2731,A,5,2023-10-15 06:34:38
341230,2023-07-15 04:13:47,124,S8475452,search,40,Tablet,Paid Search,42,Home,971,B,6,2023-10-15 06:34:38
159143,2023-09-08 21:45:44,124,S9894947,page_view,422,Desktop,Display,19,Product,2985,B,7,2023-10-15 06:34:38
186177,2023-10-15 06:34:38,124,S6426583,purchase,78,Desktop,Paid Social,26,Search,2731,A,8,2023-10-15 06:34:38
259295,2023-02-15 02:22:24,129,S5124311,purchase,244,Mobile,Email,36,Cart,2431,B,1,2023-02-15 02:22:24
609361,2023-02-04 23:29:41,134,S1428380,page_view,492,Desktop,Affiliate,16,Cart,752,A,1,2023-05-06 02:46:09
562753,2023-05-06 02:46:09,134,S2114601,purchase,441,Tablet,Email,49,Product,3295,B,2,2023-05-06 02:46:09
181632,2023-03-02 19:54:18,136,S7301314,page_view,310,Desktop,Display,45,Category,3050,B,1,2023-12-01 11:03:58
423546,2023-05-12 01:02:00,136,S7968391,checkout,211,Desktop,Email,39,Product,2816,A,2,2023-12-01 11:03:58
337076,2023-08-19 14:21:15,136,S4731148,wishlist,279,Mobile,Email,27,Cart,1229,A,3,2023-12-01 11:03:58
125546,2023-09-30 07:55:45,136,S6161454,product_view,368,Mobile,Paid Social,5,Checkout,1072,B,4,2023-12-01 11:03:58
177927,2023-10-07 11:25:39,136,S5258709,page_view,209,Desktop,Referrals,22,Checkout,2438,B,5,2023-12-01 11:03:58
659903,2023-12-01 11:03:58,136,S5731858,purchase,183,Desktop,Direct,28,Category,1132,B,6,2023-12-01 11:03:58
423339,2023-06-22 12:56:47,139,S8183367,page_view,65,Desktop,Referrals,35,Search,2344,B,1,2024-02-29 01:48:02
423164,2023-08-19 10:32:33,139,S3230479,product_view,339,Mobile,Email,16,Cart,341,A,2,2024-02-29 01:48:02
448964,2023-10-02 18:00:03,139,S3227485,search,186,Tablet,Paid Social,22,Search,2732,A,3,2024-02-29 01:48:02
556180,2024-02-29 01:48:02,139,S8695401,purchase,235,Tablet,Affiliate,11,Category,3314,B,4,2024-02-29 01:48:02
474128,2023-01-20 14:22:20,142,S8454700,search,466,Tablet,Direct,35,Search,2501,B,1,2023-11-08 21:17:03
488037,2023-04-16 12:19:07,142,S9896187,page_view,467,Tablet,Paid Social,17,Cart,3571,B,2,2023-11-08 21:17:03
672277,2023-06-22 10:13:43,142,S3446119,page_view,461,Mobile,Direct,29,Profile,3392,B,3,2023-11-08 21:17:03
787018,2023-06-30 02:13:19,142,S2167549,page_view,342,Mobile,Paid Search,39,Checkout,3485,A,4,2023-11-08 21:17:03
630145,2023-09-22 09:21:02,142,S5723501,search,32,Mobile,Direct,33,Cart,1296,B,5,2023-11-08 21:17:03
449791,2023-11-08 21:17:03,142,S9276087,purchase,353,Mobile,Email,23,Profile,596,A,6,2023-11-08 21:17:03
450049,2023-04-01 11:14:13,146,S4539587,product_view,283,Mobile,Display,9,Search,1902,A,1,2024-11-26 22:02:10
702614,2023-04-25 03:25:39,146,S2165467,product_view,476,Tablet,Email,37,Product,1848,A,2,2024-11-26 22:02:10
176919,2023-07-29 00:01:57,146,S9982069,page_view,463,Tablet,Affiliate,1,Product,1363,B,3,2024-11-26 22:02:10
512744,2023-08-17 12:03:19,146,S8062639,page_view,492,Tablet,Email,5,Cart,2574,B,4,2024-11-26 22:02:10
245268,2023-11-25 07:32:04,146,S1557442,page_view,65,Mobile,Paid Search,40,Profile,2736,A,5,2024-11-26 22:02:10
751249,2024-03-04 18:59:03,146,S6523825,wishlist,403,Mobile,Paid Social,17,Search,1439,A,6,2024-11-26 22:02:10
15009,2024-03-19 10:10:06,146,S8671070,search,129,Mobile,Direct,21,Product,2932,A,7,2024-11-26 22:02:10
529176,2024-04-19 19:23:15,146,S9801670,login,98,Tablet,Referrals,3,Cart,2996,B,8,2024-11-26 22:02:10
637113,2024-05-17 20:14:32,146,S9252666,page_view,266,Tablet,Paid Social,49,Profile,3408,B,9,2024-11-26 22:02:10
683160,2024-05-28 00:08:36,146,S8593944,add_to_cart,158,Mobile,Affiliate,35,Category,2491,B,10,2024-11-26 22:02:10
774521,2024-06-01 17:30:25,146,S5048091,login,144,Mobile,Email,42,Home,3109,A,11,2024-11-26 22:02:10
420602,2024-08-21 13:01:17,146,S8309925,page_view,72,Mobile,Paid Search,16,Search,991,B,12,2024-11-26 22:02:10
550886,2024-11-26 22:02:10,146,S7033778,purchase,492,Mobile,Paid Search,18,Profile,3232,A,13,2024-11-26 22:02:10
230455,2023-09-30 20:06:43,154,S5782857,page_view,113,Mobile,Direct,24,Category,1504,B,1,2025-02-04 22:45:36
40514,2023-11-18 20:28:05,154,S4993614,page_view,297,Mobile,Email,33,Product,2834,B,2,2025-02-04 22:45:36
605179,2024-02-24 06:49:11,154,S3206278,checkout,377,Mobile,Email,37,Product,202,B,3,2025-02-04 22:45:36
212458,2024-03-03 01:15:36,154,S2101382,product_view,487,Mobile,Email,7,Profile,1234,A,4,2025-02-04 22:45:36
