customer_id,event_id,timestamp,session_id,event_type,product_id,device_type,traffic_source,campaign_id,page_category,session_duration_sec,experiment_group,touch_order,purchase_time,attributed_revenue
43,17699,2024-06-25 10:55:50,S4985378,purchase,363,Desktop,Email,2,Checkout,1785,A,3,2024-06-25 10:55:50,1218.55
45,764594,2024-07-16 16:20:01,S8388248,purchase,134,Desktop,Paid Social,43,Home,1642,B,3,2024-07-16 16:20:01,0.0
47,574981,2024-02-28 19:43:26,S1210129,purchase,492,Desktop,Affiliate,21,Home,2519,B,5,2024-02-28 19:43:26,4246.53
49,514080,2023-05-19 17:52:14,S5954378,purchase,399,Tablet,Referrals,48,Search,1097,B,1,2023-05-19 17:52:14,4580.42
50,545021,2023-07-27 12:12:00,S9185443,purchase,205,Desktop,Direct,49,Checkout,3502,B,7,2023-07-27 12:12:00,8170.429999999999
52,543300,2023-10-25 05:26:02,S3835692,purchase,419,Tablet,Email,44,Checkout,2469,A,8,2023-10-25 05:26:02,0.0
53,531442,2024-02-14 05:07:16,S5284244,purchase,92,Mobile,Display,33,Home,3241,B,5,2024-02-14 05:07:16,2108.51
54,770874,2023-04-20 13:52:01,S5928849,purchase,83,Mobile,Email,44,Category,21,A,2,2023-04-20 13:52:01,0.0
57,257954,2023-07-12 02:57:05,S9724065,purchase,249,Mobile,Paid Social,2,Profile,1899,B,3,2023-07-12 02:57:05,0.0
59,448204,2023-06-06 01:07:54,S5250352,purchase,417,Mobile,Display,48,Category,3342,B,3,2023-06-06 01:07:54,4185.11
60,115614,2023-09-28 18:00:57,S9678787,purchase,404,Mobile,Display,50,Product,2182,A,3,2023-09-28 18:00:57,797.21
66,711244,2024-09-17 04:23:03,S5787972,purchase,341,Mobile,Paid Search,13,Cart,2376,B,9,2024-09-17 04:23:03,2916.18
69,581741,2023-05-14 10:40:33,S1423767,purchase,500,Desktop,Display,23,Profile,2820,A,1,2023-05-14 10:40:33,1517.96
70,213992,2023-01-12 09:27:31,S4053187,purchase,454,Tablet,Direct,29,Cart,2669,A,1,2023-01-12 09:27:31,0.0
72,408096,2023-08-11 20:04:49,S6643706,purchase,95,Tablet,Paid Social,19,Profile,465,B,1,2023-08-11 20:04:49,8717.11
73,704550,2025-02-01 16:08:55,S7755571,purchase,288,Mobile,Paid Search,35,Profile,1729,A,10,2025-02-01 16:08:55,5002.33
76,118414,2024-07-09 17:23:53,S7769413,purchase,269,Mobile,Affiliate,16,Checkout,1437,B,4,2024-07-09 17:23:53,0.0
77,577151,2024-01-14 10:15:19,S8736022,purchase,92,Tablet,Email,13,Cart,3538,A,3,2024-01-14 10:15:19,0.0
80,478817,2024-05-01 13:14:08,S6674185,purchase,101,Desktop,Email,36,Checkout,488,A,10,2024-05-01 13:14:08,1009.42
82,94828,2023-08-01 11:18:49,S1522929,purchase,239,Mobile,Referrals,24,Search,234,B,3,2023-08-01 11:18:49,0.0
84,704574,2023-05-03 04:26:49,S5976162,purchase,420,Tablet,Display,33,Category,3061,A,2,2023-05-03 04:26:49,0.0
93,134373,2023-08-29 02:48:09,S3592623,purchase,480,Tablet,Paid Search,38,Product,536,B,2,2023-08-29 02:48:09,0.0
94,528215,2024-10-02 08:03:35,S7931356,purchase,167,Mobile,Email,26,Home,3419,B,10,2024-10-02 08:03:35,0.0
96,273648,2023-02-11 20:23:54,S4610539,purchase,236,Tablet,Paid Social,7,Checkout,750,A,1,2023-02-11 20:23:54,2981.93
108,410615,2023-04-02 15:47:07,S1315008,purchase,394,Desktop,Referrals,43,Home,1944,B,3,2023-04-02 15:47:07,7583.780000000001
112,255644,2023-07-27 00:26:02,S5505785,purchase,122,Desktop,Affiliate,4,Profile,1441,B,2,2023-07-27 00:26:02,0.0
113,276308,2023-11-13 07:56:23,S1309643,purchase,493,Mobile,Referrals,41,Product,428,A,3,2023-11-13 07:56:23,2920.69
115,408441,2023-06-08 11:31:03,S1763070,purchase,389,Tablet,Display,35,Search,2186,B,2,2023-06-08 11:31:03,5770.76
116,654966,2023-07-16 16:37:14,S4895755,purchase,474,Tablet,Paid Search,14,Checkout,3327,A,1,2023-07-16 16:37:14,2587.7
118,774006,2023-10-05 12:15:31,S4638922,purchase,268,Desktop,Email,12,Product,3298,B,3,2023-10-05 12:15:31,0.0
119,700086,2024-09-22 04:46:36,S3822362,purchase,242,Mobile,Paid Social,47,Category,3026,A,8,2024-09-22 04:46:36,4350.8
124,186177,2023-10-15 06:34:38,S6426583,purchase,78,Desktop,Paid Social,26,Search,2731,A,8,2023-10-15 06:34:38,6764.0
129,259295,2023-02-15 02:22:24,S5124311,purchase,244,Mobile,Email,36,Cart,2431,B,1,2023-02-15 02:22:24,6063.13
134,562753,2023-05-06 02:46:09,S2114601,purchase,441,Tablet,Email,49,Product,3295,B,2,2023-05-06 02:46:09,1219.39
136,659903,2023-12-01 11:03:58,S5731858,purchase,183,Desktop,Direct,28,Category,1132,B,6,2023-12-01 11:03:58,0.0
139,556180,2024-02-29 01:48:02,S8695401,purchase,235,Tablet,Affiliate,11,Category,3314,B,4,2024-02-29 01:48:02,1771.53
142,449791,2023-11-08 21:17:03,S9276087,purchase,353,Mobile,Email,23,Profile,596,A,6,2023-11-08 21:17:03,2479.22
146,550886,2024-11-26 22:02:10,S7033778,purchase,492,Mobile,Paid Search,18,Profile,3232,A,13,2024-11-26 22:02:10,1322.4
154,711313,2025-02-04 22:45:36,S8325187,purchase,191,Desktop,Referrals,22,Home,433,A,6,2025-02-04 22:45:36,6442.26
158,398425,2024-06-24 09:51:33,S9309628,purchase,215,Mobile,Paid Search,2,Cart,2171,A,7,2024-06-24 09:51:33,2167.34
159,761497,2025-01-21 16:02:41,S8224903,purchase,226,Tablet,Email,37,Profile,2702,B,14,2025-01-21 16:02:41,0.0
160,3091,2024-01-25 23:06:30,S9697641,purchase,210,Mobile,Direct,44,Product,3521,A,7,2024-01-25 23:06:30,9587.3
163,125789,2024-05-19 23:18:06,S8887972,purchase,323,Desktop,Paid Social,34,Cart,2443,A,8,2024-05-19 23:18:06,0.0
167,332260,2024-01-14 13:37:41,S4765960,purchase,303,Tablet,Paid Search,27,Home,1174,A,7,2024-01-14 13:37:41,0.0
169,610821,2023-01-24 21:20:47,S6690856,purchase,428,Mobile,Referrals,24,Checkout,1014,B,1,2023-01-24 21:20:47,4367.39
170,648976,2023-06-28 05:40:42,S5983043,purchase,418,Mobile,Email,41,Cart,2774,B,3,2023-06-28 05:40:42,3893.59
172,484572,2023-12-28 07:32:02,S9233447,purchase,132,Desktop,Referrals,27,Category,1568,A,5,2023-12-28 07:32:02,4000.5099999999998
174,472545,2023-04-16 02:30:39,S8360493,purchase,298,Desktop,Display,13,Search,472,B,2,2023-04-16 02:30:39,2678.32
178,607996,2023-03-23 00:31:10,S5823395,purchase,221,Tablet,Paid Search,36,Home,2556,A,1,2023-03-23 00:31:10,8200.599999999999
179,371145,2024-10-12 10:33:53,S6218605,purchase,58,Desktop,Display,41,Cart,3353,B,8,2024-10-12 10:33:53,10747.86
180,260218,2023-06-07 18:19:59,S1327757,purchase,211,Tablet,Referrals,14,Category,2823,A,3,2023-06-07 18:19:59,5793.09
182,366459,2023-04-19 06:08:48,S3858407,purchase,116,Tablet,Affiliate,47,Product,2125,B,2,2023-04-19 06:08:48,533.62
186,382991,2023-09-19 01:26:06,S5762422,purchase,213,Desktop,Paid Social,43,Cart,2885,B,3,2023-09-19 01:26:06,2035.74
188,666672,2025-02-14 02:32:51,S5104394,purchase,21,Tablet,Affiliate,31,Cart,3387,B,10,2025-02-14 02:32:51,1877.5
194,732514,2023-03-18 11:53:03,S5306740,purchase,404,Mobile,Email,25,Category,2536,B,1,2023-03-18 11:53:03,1005.15
199,699673,2023-01-29 03:29:24,S4940344,purchase,446,Desktop,Display,33,Category,2918,A,1,2023-01-29 03:29:24,723.2
200,552768,2023-12-19 21:52:07,S4221634,purchase,321,Tablet,Display,18,Product,1259,A,6,2023-12-19 21:52:07,2003.53
201,551917,2023-02-02 03:48:01,S6245376,purchase,438,Desktop,Paid Social,41,Category,249,B,1,2023-02-02 03:48:01,77.44
204,604251,2024-03-26 11:22:06,S3145874,purchase,236,Desktop,Display,3,Profile,2591,A,7,2024-03-26 11:22:06,2181.74
211,19333,2024-10-09 23:19:53,S6321134,purchase,480,Desktop,Email,25,Cart,2748,B,3,2024-10-09 23:19:53,843.33
214,567586,2024-06-18 06:34:28,S4229138,purchase,243,Tablet,Paid Search,31,Profile,934,B,6,2024-06-18 06:34:28,3386.7
218,151928,2024-11-06 01:59:45,S7758980,purchase,284,Desktop,Paid Search,20,Cart,1719,B,8,2024-11-06 01:59:45,0.0
225,345660,2024-10-14 17:51:07,S8227441,purchase,288,Mobile,Email,41,Search,3478,B,9,2024-10-14 17:51:07,166.91
228,693875,2023-02-18 03:40:45,S8497096,purchase,68,Mobile,Referrals,41,Checkout,3320,B,1,2023-02-18 03:40:45,6448.6
229,317906,2023-07-16 20:57:13,S9369307,purchase,223,Tablet,Paid Social,47,Product,3574,A,9,2023-07-16 20:57:13,0.0
231,460346,2024-03-08 10:15:48,S7031486,purchase,258,Mobile,Affiliate,11,Home,1025,B,3,2024-03-08 10:15:48,0.0
236,204616,2023-03-06 16:03:54,S5732927,purchase,371,Mobile,Paid Social,6,Home,3220,B,2,2023-03-06 16:03:54,1654.32
240,121380,2025-01-17 20:46:14,S7423512,purchase,406,Desktop,Display,42,Checkout,2171,A,10,2025-01-17 20:46:14,0.0
243,123542,2023-10-29 05:16:04,S5954989,purchase,394,Tablet,Affiliate,31,Product,2956,B,4,2023-10-29 05:16:04,4027.28
246,263481,2023-01-17 08:24:12,S3426174,purchase,299,Mobile,Paid Social,3,Checkout,2945,A,1,2023-01-17 08:24:12,0.0
247,593129,2024-10-13 13:35:54,S4493747,purchase,336,Mobile,Affiliate,23,Search,2068,A,4,2024-10-13 13:35:54,2548.36
248,319119,2023-04-05 09:53:57,S5750573,purchase,31,Mobile,Paid Social,40,Cart,793,A,1,2023-04-05 09:53:57,0.0
250,209013,2023-05-14 13:45:14,S1918486,purchase,480,Tablet,Display,23,Product,2991,A,1,2023-05-14 13:45:14,5371.71
252,651635,2024-05-10 02:49:58,S7283344,purchase,231,Mobile,Paid Search,33,Category,2963,A,5,2024-05-10 02:49:58,3418.86
255,166151,2024-07-29 07:44:00,S3668952,purchase,94,Tablet,Paid Social,29,Home,765,B,12,2024-07-29 07:44:00,5774.3099999999995
257,243197,2023-01-07 11:39:24,S8470409,purchase,378,Tablet,Affiliate,49,Checkout,3178,A,2,2023-01-07 11:39:24,0.0
258,94306,2025-02-09 11:28:43,S5619050,purchase,99,Desktop,Direct,5,Profile,2830,B,4,2025-02-09 11:28:43,0.0
261,212046,2024-03-27 10:55:12,S9341331,purchase,403,Mobile,Paid Search,33,Search,2493,A,5,2024-03-27 10:55:12,0.0
268,107531,2024-02-24 19:56:45,S6679450,purchase,186,Mobile,Display,7,Profile,1224,A,5,2024-02-24 19:56:45,4576.08
272,226209,2025-01-07 08:12:03,S5695145,purchase,169,Mobile,Affiliate,12,Checkout,3399,B,8,2025-01-07 08:12:03,9547.01
273,59253,2023-06-01 02:18:35,S5267196,purchase,284,Tablet,Direct,35,Category,2533,B,4,2023-06-01 02:18:35,1831.25
274,237163,2023-03-16 17:53:54,S8737526,purchase,207,Tablet,Email,18,Cart,2514,A,2,2023-03-16 17:53:54,0.0
278,347065,2024-01-11 04:44:29,S6757466,purchase,85,Mobile,Email,4,Search,326,A,3,2024-01-11 04:44:29,2844.23
287,395516,2025-01-16 00:19:51,S3454745,purchase,89,Mobile,Paid Social,18,Search,2237,B,8,2025-01-16 00:19:51,0.0
289,277012,2024-12-17 16:14:00,S5859165,purchase,136,Tablet,Referrals,7,Category,3117,B,7,2024-12-17 16:14:00,5920.6900000000005
290,469965,2024-05-03 02:00:04,S2414413,purchase,119,Desktop,Direct,49,Home,283,B,7,2024-05-03 02:00:04,0.0
291,590800,2023-08-26 13:46:01,S6026191,purchase,246,Tablet,Affiliate,36,Cart,3553,A,3,2023-08-26 13:46:01,0.0
292,451763,2023-01-22 21:59:46,S3906326,purchase,90,Desktop,Email,36,Checkout,3137,B,1,2023-01-22 21:59:46,0.0
293,678927,2023-05-08 15:55:13,S9157743,purchase,373,Desktop,Paid Social,24,Product,929,A,2,2023-05-08 15:55:13,1779.63
301,145272,2024-11-27 02:16:44,S3300874,purchase,13,Mobile,Affiliate,48,Product,205,A,7,2024-11-27 02:16:44,1390.33
304,636561,2024-03-08 20:04:09,S3347598,purchase,237,Tablet,Paid Social,21,Home,3027,B,1,2024-03-08 20:04:09,0.0
307,147708,2023-12-04 15:29:06,S2230750,purchase,414,Mobile,Referrals,26,Checkout,596,A,4,2023-12-04 15:29:06,5796.5
308,286670,2025-01-16 16:15:43,S9384330,purchase,235,Mobile,Direct,10,Cart,2079,B,11,2025-01-16 16:15:43,2017.39
309,208817,2025-02-24 22:51:48,S5377553,purchase,145,Desktop,Display,33,Product,3514,B,8,2025-02-24 22:51:48,2752.72
311,252100,2024-10-25 11:08:37,S2942017,purchase,274,Desktop,Affiliate,37,Home,2423,A,9,2024-10-25 11:08:37,2178.64
315,204508,2024-04-19 10:05:55,S5637603,purchase,324,Mobile,Display,37,Category,1973,B,2,2024-04-19 10:05:55,1351.39
316,357232,2023-05-20 09:54:18,S7881773,purchase,426,Tablet,Email,18,Home,2573,A,2,2023-05-20 09:54:18,433.65
325,428093,2023-02-05 21:53:05,S3769202,purchase,369,Desktop,Email,39,Checkout,1081,A,1,2023-02-05 21:53:05,1891.28
328,342051,2023-05-21 06:12:21,S3852347,purchase,449,Mobile,Referrals,41,Checkout,26,B,6,2023-05-21 06:12:21,0.0
336,783124,2023-03-15 02:33:16,S7958410,purchase,154,Desktop,Display,36,Search,2377,B,1,2023-03-15 02:33:16,1179.6599999999999
339,743360,2023-05-13 11:36:35,S9279996,purchase,493,Tablet,Paid Search,16,Home,424,A,2,2023-05-13 11:36:35,3804.93
341,230823,2024-12-08 00:02:48,S6032265,purchase,499,Tablet,Display,40,Product,3528,A,10,2024-12-08 00:02:48,402.04
343,209685,2023-05-27 18:03:32,S8582068,purchase,245,Mobile,Paid Social,7,Product,3203,A,1,2023-05-27 18:03:32,0.0
347,614560,2024-09-29 10:34:11,S8181353,purchase,99,Desktop,Email,16,Checkout,3380,A,9,2024-09-29 10:34:11,293.7
353,487536,2024-07-28 12:19:40,S9047099,purchase,355,Mobile,Referrals,39,Checkout,2907,A,6,2024-07-28 12:19:40,2472.49
354,658053,2023-05-30 06:37:45,S3977034,purchase,390,Desktop,Display,42,Product,2595,A,1,2023-05-30 06:37:45,0.0
356,351032,2024-10-04 13:03:39,S3293017,purchase,272,Mobile,Paid Social,31,Product,527,B,11,2024-10-04 13:03:39,0.0
358,560507,2024-03-17 08:13:22,S2176475,purchase,225,Desktop,Direct,4,Product,1654,A,4,2024-03-17 08:13:22,3501.76
364,177510,2023-01-05 14:04:28,S2098990,purchase,422,Mobile,Direct,22,Search,547,B,1,2023-01-05 14:04:28,4914.88
365,737788,2023-06-20 18:26:02,S4228940,purchase,51,Tablet,Paid Search,36,Category,1798,B,1,2023-06-20 18:26:02,431.14
366,671141,2024-01-02 21:28:33,S7340403,purchase,454,Mobile,Paid Social,50,Category,1211,B,4,2024-01-02 21:28:33,0.0
368,272575,2023-11-06 05:02:57,S7860653,purchase,482,Mobile,Display,1,Product,1663,B,4,2023-11-06 05:02:57,3654.81
369,416151,2023-06-27 03:19:30,S8022817,purchase,228,Desktop,Direct,19,Category,483,B,3,2023-06-27 03:19:30,1198.67
374,714755,2023-11-10 15:40:44,S1471425,purchase,173,Desktop,Paid Social,48,Category,2806,B,3,2023-11-10 15:40:44,2030.43
382,713892,2024-05-21 06:08:32,S4512825,purchase,434,Mobile,Referrals,33,Product,1879,A,9,2024-05-21 06:08:32,0.0
385,762259,2025-02-21 06:23:10,S7920765,purchase,383,Tablet,Direct,2,Profile,877,B,7,2025-02-21 06:23:10,4753.76
387,786739,2023-02-04 19:58:05,S1570810,purchase,38,Mobile,Email,29,Profile,439,A,1,2023-02-04 19:58:05,6901.24
391,363302,2023-10-08 04:42:42,S7149239,purchase,24,Mobile,Paid Social,4,Checkout,2761,A,3,2023-10-08 04:42:42,0.0
397,159987,2023-09-10 02:34:26,S6629380,purchase,127,Desktop,Display,45,Cart,16,B,2,2023-09-10 02:34:26,3786.12
401,333989,2023-01-04 01:10:04,S5678069,purchase,464,Desktop,Direct,18,Profile,2668,B,1,2023-01-04 01:10:04,0.0
407,537784,2023-05-09 11:07:13,S5758347,purchase,498,Mobile,Email,15,Home,3106,B,4,2023-05-09 11:07:13,0.0
412,121742,2024-09-23 20:11:06,S4214923,purchase,104,Desktop,Direct,35,Product,309,A,7,2024-09-23 20:11:06,3538.31
415,543806,2024-12-14 04:54:45,S7191509,purchase,183,Tablet,Email,9,Search,783,A,7,2024-12-14 04:54:45,0.0
416,633615,2024-01-17 01:13:34,S4192754,purchase,104,Mobile,Display,50,Product,3106,B,4,2024-01-17 01:13:34,0.0
426,127734,2023-04-19 08:16:29,S7140569,purchase,280,Tablet,Paid Search,46,Product,2893,B,1,2023-04-19 08:16:29,0.0
432,81063,2023-02-23 19:09:34,S2442326,purchase,426,Mobile,Direct,47,Profile,2664,A,2,2023-02-23 19:09:34,0.0
434,650399,2024-01-27 09:27:53,S5761600,purchase,337,Desktop,Referrals,7,Cart,2533,A,3,2024-01-27 09:27:53,9886.73
438,429047,2023-02-28 19:05:09,S1786002,purchase,163,Tablet,Display,25,Profile,2488,A,1,2023-02-28 19:05:09,7432.25
447,584427,2023-10-05 03:08:20,S1561588,purchase,134,Desktop,Paid Search,34,Category,3154,A,1,2023-10-05 03:08:20,3393.13
449,379040,2024-10-10 09:49:42,S7994161,purchase,300,Tablet,Direct,34,Search,1324,A,12,2024-10-10 09:49:42,7977.03
454,20428,2024-03-01 14:28:13,S8663248,purchase,156,Mobile,Direct,39,Cart,2506,A,6,2024-03-01 14:28:13,823.57
456,705517,2023-01-27 09:09:03,S2472497,purchase,277,Desktop,Affiliate,36,Product,247,A,1,2023-01-27 09:09:03,0.0
461,618905,2024-06-09 20:36:18,S6824641,purchase,282,Mobile,Paid Social,40,Product,715,A,3,2024-06-09 20:36:18,5122.68
468,562921,2024-08-11 22:13:38,S5910603,purchase,122,Tablet,Paid Search,25,Category,2327,A,6,2024-08-11 22:13:38,0.0
474,116170,2023-09-24 04:49:11,S3356262,purchase,4,Tablet,Direct,7,Cart,3519,A,3,2023-09-24 04:49:11,0.0
475,668958,2024-01-25 01:11:39,S7764169,purchase,314,Tablet,Direct,41,Category,262,A,7,2024-01-25 01:11:39,2145.36
481,13896,2024-03-01 03:19:48,S7316075,purchase,241,Mobile,Paid Social,27,Home,2564,A,5,2024-03-01 03:19:48,1942.48
483,232389,2023-11-11 01:51:07,S1744410,purchase,362,Desktop,Direct,37,Cart,3118,B,4,2023-11-11 01:51:07,7166.13
491,138599,2023-03-07 19:25:17,S8074058,purchase,347,Tablet,Paid Social,49,Search,2411,A,2,2023-03-07 19:25:17,0.0
497,155044,2023-05-15 09:46:03,S1868282,purchase,331,Mobile,Paid Social,6,Category,1522,B,2,2023-05-15 09:46:03,0.0
498,587056,2025-02-19 17:32:21,S2116557,purchase,479,Mobile,Display,19,Product,639,B,8,2025-02-19 17:32:21,4021.45
502,439017,2023-07-29 23:17:01,S6337028,purchase,203,Desktop,Display,18,Search,2324,B,4,2023-07-29 23:17:01,10316.82
505,378259,2024-11-05 19:47:00,S5958720,purchase,104,Desktop,Paid Social,19,Home,727,B,10,2024-11-05 19:47:00,493.94
511,285260,2023-11-27 17:12:01,S5686434,purchase,111,Tablet,Paid Search,40,Profile,727,B,5,2023-11-27 17:12:01,1805.74
512,720144,2024-11-20 02:55:11,S1219611,purchase,310,Tablet,Paid Social,4,Home,1731,A,7,2024-11-20 02:55:11,1337.39
515,528360,2024-01-06 23:12:26,S7768948,purchase,342,Tablet,Affiliate,49,Product,2358,B,6,2024-01-06 23:12:26,4836.6
516,53232,2024-03-11 18:23:27,S8998962,purchase,266,Tablet,Display,26,Search,2420,A,5,2024-03-11 18:23:27,1200.36
517,251630,2024-05-22 21:55:02,S8107810,purchase,277,Desktop,Paid Search,46,Profile,3227,A,3,2024-05-22 21:55:02,0.0
522,557434,2023-10-17 13:04:03,S4514094,purchase,187,Tablet,Paid Search,4,Checkout,2400,A,5,2023-10-17 13:04:03,0.0
523,619594,2024-08-31 12:20:59,S3010568,purchase,203,Mobile,Affiliate,11,Checkout,482,A,8,2024-08-31 12:20:59,0.0
526,736248,2023-02-25 22:02:34,S6853625,purchase,7,Desktop,Affiliate,31,Search,1264,A,2,2023-02-25 22:02:34,945.37
528,577732,2024-11-07 05:00:25,S5199146,purchase,297,Desktop,Direct,17,Home,2635,B,14,2024-11-07 05:00:25,1752.88
529,280440,2024-08-24 08:11:26,S4758921,purchase,194,Tablet,Paid Search,29,Checkout,1385,A,7,2024-08-24 08:11:26,0.0
534,496202,2023-01-19 04:49:21,S8941169,purchase,106,Desktop,Email,42,Home,383,A,1,2023-01-19 04:49:21,774.15
536,428436,2023-04-09 00:45:48,S9469879,purchase,241,Desktop,Paid Social,22,Checkout,1480,B,3,2023-04-09 00:45:48,2548.43
541,227000,2024-05-01 12:22:01,S1951888,purchase,171,Mobile,Paid Search,47,Profile,3325,B,10,2024-05-01 12:22:01,6858.04
547,427709,2024-08-28 05:03:58,S1800740,purchase,74,Mobile,Direct,20,Profile,1620,B,7,2024-08-28 05:03:58,0.0
552,444801,2023-09-05 04:02:50,S2862708,purchase,500,Tablet,Email,46,Home,1211,B,3,2023-09-05 04:02:50,0.0
556,249356,2023-12-05 19:43:42,S1185370,purchase,101,Desktop,Direct,19,Home,874,B,4,2023-12-05 19:43:42,0.0
558,458819,2023-04-09 21:29:06,S3140405,purchase,337,Mobile,Paid Search,48,Home,3449,B,2,2023-04-09 21:29:06,3448.08
559,516077,2023-06-06 09:29:44,S4309904,purchase,95,Tablet,Email,4,Checkout,2098,A,1,2023-06-06 09:29:44,4573.86
560,120294,2023-10-18 17:26:10,S2624251,purchase,260,Desktop,Affiliate,12,Profile,567,B,3,2023-10-18 17:26:10,4911.6900000000005
563,410081,2024-07-19 09:46:53,S5030791,purchase,240,Desktop,Paid Social,31,Category,3273,A,5,2024-07-19 09:46:53,3196.08
564,798500,2023-10-05 11:38:26,S5008387,purchase,346,Mobile,Display,13,Search,821,A,5,2023-10-05 11:38:26,0.0
567,449986,2023-09-03 08:39:07,S4951069,purchase,33,Mobile,Direct,18,Checkout,3160,B,2,2023-09-03 08:39:07,1077.17
573,454775,2023-01-15 03:19:52,S4074715,purchase,15,Desktop,Referrals,13,Profile,1638,B,1,2023-01-15 03:19:52,0.0
579,337887,2024-02-27 13:14:14,S3530055,purchase,136,Tablet,Display,27,Home,3376,A,7,2024-02-27 13:14:14,3726.02
582,647688,2024-02-10 11:16:28,S4867285,purchase,452,Tablet,Direct,48,Search,3504,A,5,2024-02-10 11:16:28,4656.42
583,793542,2024-01-26 08:04:16,S2568838,purchase,394,Mobile,Display,7,Product,2167,B,6,2024-01-26 08:04:16,446.67
587,317203,2023-03-12 09:12:36,S1432015,purchase,205,Desktop,Referrals,38,Cart,1982,A,1,2023-03-12 09:12:36,560.18
591,769123,2023-05-15 04:05:09,S7388681,purchase,176,Desktop,Email,25,Product,2549,A,3,2023-05-15 04:05:09,2198.21
592,501376,2024-01-31 11:34:34,S8241768,purchase,216,Tablet,Display,45,Product,1105,B,3,2024-01-31 11:34:34,0.0
594,761599,2023-09-14 17:13:35,S9042563,purchase,67,Desktop,Affiliate,3,Home,2840,B,2,2023-09-14 17:13:35,1133.25
598,463469,2023-07-13 22:17:56,S2290522,purchase,69,Desktop,Referrals,2,Profile,655,A,3,2023-07-13 22:17:56,215.57
599,747431,2023-01-31 03:09:18,S5281474,purchase,460,Tablet,Affiliate,29,Home,547,A,2,2023-01-31 03:09:18,570.7
600,603439,2023-08-12 20:52:09,S7967176,purchase,147,Desktop,Email,13,Home,1134,B,4,2023-08-12 20:52:09,574.48
602,776374,2024-07-21 14:01:41,S9800345,purchase,19,Tablet,Display,11,Search,3049,A,7,2024-07-21 14:01:41,12218.85
603,783805,2024-10-23 00:56:45,S1310507,purchase,191,Tablet,Referrals,39,Category,2440,A,4,2024-10-23 00:56:45,0.0
605,663152,2023-05-12 20:49:41,S5922003,purchase,311,Mobile,Paid Social,19,Home,2099,B,4,2023-05-12 20:49:41,0.0
608,327519,2024-07-10 21:19:55,S3346016,purchase,370,Mobile,Paid Search,20,Cart,2588,A,7,2024-07-10 21:19:55,0.0
611,617510,2023-09-28 01:46:08,S9942686,purchase,137,Mobile,Direct,14,Product,215,B,2,2023-09-28 01:46:08,1055.69
612,188046,2023-04-05 01:29:35,S5213216,purchase,204,Desktop,Email,23,Profile,2322,B,2,2023-04-05 01:29:35,6005.02
614,784632,2023-08-02 12:26:00,S7434187,purchase,155,Tablet,Referrals,24,Product,2910,A,3,2023-08-02 12:26:00,1325.85
615,80962,2023-08-08 17:16:46,S2881795,purchase,224,Mobile,Paid Social,12,Cart,320,B,4,2023-08-08 17:16:46,0.0
616,601180,2023-01-01 17:03:57,S6103438,purchase,467,Tablet,Display,48,Search,1958,B,1,2023-01-01 17:03:57,0.0
618,418529,2023-05-25 02:32:04,S8595578,purchase,148,Desktop,Display,13,Product,2235,B,2,2023-05-25 02:32:04,0.0
621,753854,2024-02-08 13:04:31,S4402531,purchase,142,Mobile,Referrals,23,Cart,1204,A,6,2024-02-08 13:04:31,308.3
623,762018,2023-02-20 12:42:10,S8879425,purchase,227,Desktop,Affiliate,16,Profile,1743,A,1,2023-02-20 12:42:10,0.0
