customer_id,timestamp,traffic_source,campaign_id,event_type,touch_order,touch_count,attributed_revenue
28,2025-02-14 10:02:11,Referrals,43,purchase,9,9,406.72333333333336
29,2023-06-09 09:01:17,Paid Search,31,purchase,1,1,0.0
31,2023-08-08 00:29:03,Referrals,28,product_view,1,4,0.0
31,2023-08-20 07:50:52,Paid Social,5,page_view,2,4,0.0
31,2023-10-23 05:14:17,Affiliate,33,checkout,3,4,0.0
31,2024-01-14 07:01:59,Direct,10,purchase,4,4,0.0
35,2023-06-10 21:21:04,Paid Search,1,wishlist,1,2,2642.175
35,2023-06-13 17:18:23,Referrals,10,purchase,2,2,2642.175
37,2023-01-09 20:25:39,Paid Search,31,purchase,1,1,2010.3
43,2023-03-27 08:18:01,Email,47,search,1,3,406.18333333333334
43,2024-01-15 23:54:30,Paid Search,9,add_to_cart,2,3,406.18333333333334
43,2024-06-25 10:55:50,Email,2,purchase,3,3,406.18333333333334
45,2023-10-02 10:36:03,Display,20,product_view,1,3,0.0
45,2023-10-21 10:15:23,Paid Social,14,search,2,3,0.0
45,2024-07-16 16:20:01,Paid Social,43,purchase,3,3,0.0
47,2023-02-20 09:23:54,Direct,28,page_view,1,5,849.3059999999999
47,2023-06-20 18:01:38,Direct,46,add_to_cart,2,5,849.3059999999999
47,2023-06-22 16:34:10,Paid Search,39,add_to_cart,3,5,849.3059999999999
47,2023-12-11 18:44:12,Direct,1,search,4,5,849.3059999999999
47,2024-02-28 19:43:26,Affiliate,21,purchase,5,5,849.3059999999999
49,2023-05-19 17:52:14,Referrals,48,purchase,1,1,4580.42
50,2023-02-01 06:08:15,Referrals,5,product_view,1,7,1167.2042857142856
50,2023-02-18 12:04:38,Affiliate,22,page_view,2,7,1167.2042857142856
50,2023-02-23 18:02:58,Paid Search,5,wishlist,3,7,1167.2042857142856
50,2023-03-31 08:07:21,Display,44,page_view,4,7,1167.2042857142856
50,2023-04-01 20:48:58,Email,17,wishlist,5,7,1167.2042857142856
50,2023-07-13 04:48:46,Display,36,search,6,7,1167.2042857142856
50,2023-07-27 12:12:00,Direct,49,purchase,7,7,1167.2042857142856
52,2023-01-22 17:33:41,Paid Social,33,add_to_cart,1,8,0.0
52,2023-04-16 15:01:54,Direct,19,product_view,2,8,0.0
52,2023-05-17 18:19:25,Referrals,30,checkout,3,8,0.0
52,2023-05-17 23:49:33,Direct,19,login,4,8,0.0
52,2023-06-04 20:26:52,Paid Social,45,checkout,5,8,0.0
52,2023-07-31 12:27:50,Email,19,search,6,8,0.0
52,2023-10-19 05:21:23,Display,14,page_view,7,8,0.0
52,2023-10-25 05:26:02,Email,44,purchase,8,8,0.0
53,2023-03-25 08:02:43,Direct,14,search,1,5,421.70200000000006
53,2023-07-13 07:49:42,Email,23,product_view,2,5,421.70200000000006
53,2023-09-02 16:01:20,Paid Search,24,page_view,3,5,421.70200000000006
53,2023-11-18 22:53:39,Direct,17,product_view,4,5,421.70200000000006
53,2024-02-14 05:07:16,Display,33,purchase,5,5,421.70200000000006
54,2023-03-15 10:17:04,Paid Social,21,search,1,2,0.0
54,2023-04-20 13:52:01,Email,44,purchase,2,2,0.0
57,2023-02-25 16:50:46,Paid Social,49,page_view,1,3,0.0
57,2023-04-07 10:11:16,Paid Social,23,wishlist,2,3,0.0
57,2023-07-12 02:57:05,Paid Social,2,purchase,3,3,0.0
59,2023-03-15 09:38:31,Direct,46,page_view,1,3,1395.0366666666666
59,2023-05-21 00:00:48,Display,41,search,2,3,1395.0366666666666
59,2023-06-06 01:07:54,Display,48,purchase,3,3,1395.0366666666666
60,2023-02-13 02:11:10,Paid Search,4,wishlist,1,3,265.7366666666667
60,2023-04-15 07:55:14,Referrals,18,checkout,2,3,265.7366666666667
60,2023-09-28 18:00:57,Display,50,purchase,3,3,265.7366666666667
66,2023-02-23 14:05:02,Direct,50,page_view,1,9,324.02
66,2023-08-14 05:00:24,Paid Search,41,product_view,2,9,324.02
66,2023-08-22 07:24:03,Paid Social,26,page_view,3,9,324.02
66,2023-10-26 18:25:19,Display,50,search,4,9,324.02
66,2023-11-19 22:45:21,Email,37,page_view,5,9,324.02
66,2024-02-04 20:14:09,Email,38,product_view,6,9,324.02
66,2024-05-10 19:09:10,Paid Social,25,page_view,7,9,324.02
66,2024-08-18 20:49:52,Display,22,product_view,8,9,324.02
66,2024-09-17 04:23:03,Paid Search,13,purchase,9,9,324.02
69,2023-05-14 10:40:33,Display,23,purchase,1,1,1517.96
70,2023-01-12 09:27:31,Direct,29,purchase,1,1,0.0
72,2023-08-11 20:04:49,Paid Social,19,purchase,1,1,8717.11
73,2023-01-30 17:09:10,Referrals,41,product_view,1,10,500.233
73,2023-03-04 23:52:35,Display,24,search,2,10,500.233
73,2023-08-12 04:02:49,Paid Social,2,page_view,3,10,500.233
73,2024-04-12 01:47:52,Display,27,add_to_cart,4,10,500.233
73,2024-05-12 01:58:29,Paid Search,26,page_view,5,10,500.233
73,2024-05-27 07:30:24,Email,37,page_view,6,10,500.233
73,2024-08-12 21:16:44,Email,16,page_view,7,10,500.233
73,2024-10-05 06:21:44,Email,42,product_view,8,10,500.233
73,2025-01-14 16:11:05,Display,35,product_view,9,10,500.233
73,2025-02-01 16:08:55,Paid Search,35,purchase,10,10,500.233
76,2023-10-14 20:29:55,Email,9,page_view,1,4,0.0
76,2024-03-27 11:05:05,Email,18,search,2,4,0.0
76,2024-04-16 00:51:58,Email,32,page_view,3,4,0.0
76,2024-07-09 17:23:53,Affiliate,16,purchase,4,4,0.0
77,2023-07-25 00:00:30,Email,46,page_view,1,3,0.0
77,2023-11-23 11:10:38,Display,15,product_view,2,3,0.0
77,2024-01-14 10:15:19,Email,13,purchase,3,3,0.0
80,2023-01-24 20:19:08,Referrals,16,product_view,1,10,100.942
80,2023-02-13 20:07:52,Paid Search,41,page_view,2,10,100.942
80,2023-03-16 01:22:21,Paid Social,40,search,3,10,100.942
80,2023-10-12 22:30:06,Email,13,page_view,4,10,100.942
80,2023-11-22 11:56:56,Email,44,page_view,5,10,100.942
80,2023-12-08 02:01:48,Paid Search,22,page_view,6,10,100.942
80,2023-12-08 18:17:45,Affiliate,5,search,7,10,100.942
80,2024-02-04 04:37:54,Email,26,add_to_cart,8,10,100.942
80,2024-04-08 04:54:56,Paid Search,13,login,9,10,100.942
80,2024-05-01 13:14:08,Email,36,purchase,10,10,100.942
82,2023-01-24 20:56:56,Affiliate,36,page_view,1,3,0.0
82,2023-03-28 12:52:12,Direct,47,search,2,3,0.0
82,2023-08-01 11:18:49,Referrals,24,purchase,3,3,0.0
84,2023-02-08 17:00:26,Paid Search,41,checkout,1,2,0.0
84,2023-05-03 04:26:49,Display,33,purchase,2,2,0.0
93,2023-06-19 03:07:14,Paid Social,28,login,1,2,0.0
93,2023-08-29 02:48:09,Paid Search,38,purchase,2,2,0.0
94,2023-02-21 05:02:56,Paid Social,13,product_view,1,10,0.0
94,2023-05-18 15:22:04,Email,49,page_view,2,10,0.0
94,2023-05-30 01:11:13,Email,1,product_view,3,10,0.0
94,2023-08-18 11:58:29,Affiliate,22,page_view,4,10,0.0
94,2023-11-13 05:30:37,Display,14,checkout,5,10,0.0
94,2023-11-13 14:51:12,Direct,29,wishlist,6,10,0.0
94,2024-03-01 22:25:01,Paid Search,33,page_view,7,10,0.0
94,2024-04-05 19:09:40,Affiliate,43,wishlist,8,10,0.0
94,2024-09-07 09:31:00,Referrals,4,page_view,9,10,0.0
94,2024-10-02 08:03:35,Email,26,purchase,10,10,0.0
96,2023-02-11 20:23:54,Paid Social,7,purchase,1,1,2981.93
108,2023-02-20 22:46:36,Affiliate,6,page_view,1,3,2527.9266666666667
108,2023-02-28 01:49:08,Paid Search,4,product_view,2,3,2527.9266666666667
108,2023-04-02 15:47:07,Referrals,43,purchase,3,3,2527.9266666666667
112,2023-07-24 15:39:45,Affiliate,36,page_view,1,2,0.0
112,2023-07-27 00:26:02,Affiliate,4,purchase,2,2,0.0
113,2023-03-03 00:09:47,Display,2,page_view,1,3,973.5633333333334
113,2023-07-21 07:22:41,Direct,5,search,2,3,973.5633333333334
113,2023-11-13 07:56:23,Referrals,41,purchase,3,3,973.5633333333334
115,2023-04-16 17:58:36,Direct,9,page_view,1,2,2885.38
115,2023-06-08 11:31:03,Display,35,purchase,2,2,2885.38
116,2023-07-16 16:37:14,Paid Search,14,purchase,1,1,2587.7
118,2023-09-14 03:38:48,Direct,26,page_view,1,3,0.0
118,2023-09-26 12:17:06,Affiliate,10,page_view,2,3,0.0
118,2023-10-05 12:15:31,Email,12,purchase,3,3,0.0
119,2023-04-21 04:31:10,Paid Social,30,login,1,8,543.85
119,2023-05-12 05:58:28,Affiliate,9,add_to_cart,2,8,543.85
119,2023-07-29 21:07:16,Referrals,30,page_view,3,8,543.85
119,2023-08-03 09:01:33,Display,25,page_view,4,8,543.85
119,2024-07-06 05:28:14,Direct,50,add_to_cart,5,8,543.85
119,2024-07-24 22:32:45,Affiliate,29,checkout,6,8,543.85
119,2024-07-26 02:20:37,Direct,25,wishlist,7,8,543.85
119,2024-09-22 04:46:36,Paid Social,47,purchase,8,8,543.85
124,2023-04-10 16:58:20,Paid Social,1,login,1,8,845.5
124,2023-05-02 07:29:27,Direct,36,product_view,2,8,845.5
124,2023-05-07 20:25:18,Email,49,product_view,3,8,845.5
124,2023-06-02 09:07:09,Direct,37,wishlist,4,8,845.5
124,2023-07-07 16:53:40,Paid Social,1,wishlist,5,8,845.5
124,2023-07-15 04:13:47,Paid Search,42,search,6,8,845.5
124,2023-09-08 21:45:44,Display,19,page_view,7,8,845.5
124,2023-10-15 06:34:38,Paid Social,26,purchase,8,8,845.5
129,2023-02-15 02:22:24,Email,36,purchase,1,1,6063.13
134,2023-02-04 23:29:41,Affiliate,16,page_view,1,2,609.695
134,2023-05-06 02:46:09,Email,49,purchase,2,2,609.695
136,2023-03-02 19:54:18,Display,45,page_view,1,6,0.0
136,2023-05-12 01:02:00,Email,39,checkout,2,6,0.0
136,2023-08-19 14:21:15,Email,27,wishlist,3,6,0.0
136,2023-09-30 07:55:45,Paid Social,5,product_view,4,6,0.0
136,2023-10-07 11:25:39,Referrals,22,page_view,5,6,0.0
136,2023-12-01 11:03:58,Direct,28,purchase,6,6,0.0
139,2023-06-22 12:56:47,Referrals,35,page_view,1,4,442.8825
139,2023-08-19 10:32:33,Email,16,product_view,2,4,442.8825
139,2023-10-02 18:00:03,Paid Social,22,search,3,4,442.8825
139,2024-02-29 01:48:02,Affiliate,11,purchase,4,4,442.8825
142,2023-01-20 14:22:20,Direct,35,search,1,6,413.2033333333333
142,2023-04-16 12:19:07,Paid Social,17,page_view,2,6,413.2033333333333
142,2023-06-22 10:13:43,Direct,29,page_view,3,6,413.2033333333333
142,2023-06-30 02:13:19,Paid Search,39,page_view,4,6,413.2033333333333
142,2023-09-22 09:21:02,Direct,33,search,5,6,413.2033333333333
142,2023-11-08 21:17:03,Email,23,purchase,6,6,413.2033333333333
146,2023-04-01 11:14:13,Display,9,product_view,1,13,101.72307692307693
146,2023-04-25 03:25:39,Email,37,product_view,2,13,101.72307692307693
146,2023-07-29 00:01:57,Affiliate,1,page_view,3,13,101.72307692307693
146,2023-08-17 12:03:19,Email,5,page_view,4,13,101.72307692307693
146,2023-11-25 07:32:04,Paid Search,40,page_view,5,13,101.72307692307693
146,2024-03-04 18:59:03,Paid Social,17,wishlist,6,13,101.72307692307693
146,2024-03-19 10:10:06,Direct,21,search,7,13,101.72307692307693
146,2024-04-19 19:23:15,Referrals,3,login,8,13,101.72307692307693
146,2024-05-17 20:14:32,Paid Social,49,page_view,9,13,101.72307692307693
146,2024-05-28 00:08:36,Affiliate,35,add_to_cart,10,13,101.72307692307693
146,2024-06-01 17:30:25,Email,42,login,11,13,101.72307692307693
146,2024-08-21 13:01:17,Paid Search,16,page_view,12,13,101.72307692307693
146,2024-11-26 22:02:10,Paid Search,18,purchase,13,13,101.72307692307693
154,2023-09-30 20:06:43,Direct,24,page_view,1,6,1073.71
154,2023-11-18 20:28:05,Email,33,page_view,2,6,1073.71
154,2024-02-24 06:49:11,Email,37,checkout,3,6,1073.71
154,2024-03-03 01:15:36,Email,7,product_view,4,6,1073.71
154,2024-11-12 20:15:46,Direct,18,search,5,6,1073.71
154,2025-02-04 22:45:36,Referrals,22,purchase,6,6,1073.71
158,2023-08-18 05:56:36,Direct,21,page_view,1,7,309.62
158,2023-08-23 13:43:58,Paid Social,1,page_view,2,7,309.62
158,2023-09-09 04:44:51,Affiliate,10,product_view,3,7,309.62
158,2023-09-16 11:49:51,Paid Social,27,page_view,4,7,309.62
158,2024-01-10 05:42:26,Email,39,product_view,5,7,309.62
158,2024-02-23 06:08:29,Direct,19,page_view,6,7,309.62
158,2024-06-24 09:51:33,Paid Search,2,purchase,7,7,309.62
159,2023-04-01 21:36:06,Paid Search,47,search,1,14,0.0
159,2023-05-23 13:26:36,Paid Social,28,page_view,2,14,0.0
159,2023-07-17 11:08:14,Email,7,page_view,3,14,0.0
159,2023-07-27 14:48:02,Display,41,product_view,4,14,0.0
159,2024-02-19 11:30:38,Affiliate,13,login,5,14,0.0
159,2024-02-26 20:58:24,Email,49,product_view,6,14,0.0
159,2024-03-05 04:13:47,Referrals,1,page_view,7,14,0.0
159,2024-03-13 21:00:50,Paid Search,47,page_view,8,14,0.0
159,2024-03-15 03:17:03,Paid Search,15,wishlist,9,14,0.0
159,2024-06-20 14:49:32,Affiliate,5,add_to_cart,10,14,0.0
159,2024-07-02 20:19:18,Email,49,page_view,11,14,0.0
159,2024-07-31 00:38:42,Display,25,product_view,12,14,0.0
159,2024-12-17 18:05:14,Paid Social,41,page_view,13,14,0.0
159,2025-01-21 16:02:41,Email,37,purchase,14,14,0.0
160,2023-01-14 07:23:46,Referrals,43,page_view,1,7,1369.6142857142856
160,2023-01-15 21:57:10,Display,16,add_to_cart,2,7,1369.6142857142856
160,2023-02-07 18:35:17,Affiliate,47,page_view,3,7,1369.6142857142856
160,2023-07-09 10:37:57,Email,7,product_view,4,7,1369.6142857142856
160,2023-07-28 10:35:55,Display,23,wishlist,5,7,1369.6142857142856
160,2023-11-23 17:17:10,Display,25,product_view,6,7,1369.6142857142856
160,2024-01-25 23:06:30,Direct,44,purchase,7,7,1369.6142857142856
163,2023-04-09 17:55:12,Paid Search,7,add_to_cart,1,8,0.0
163,2023-05-06 05:10:21,Paid Social,2,checkout,2,8,0.0
163,2023-10-16 19:18:51,Email,44,wishlist,3,8,0.0
163,2023-10-22 10:18:02,Email,32,search,4,8,0.0
163,2023-10-24 00:06:43,Display,9,add_to_cart,5,8,0.0
163,2023-11-29 16:54:45,Direct,15,product_view,6,8,0.0
163,2024-05-08 14:08:33,Email,41,page_view,7,8,0.0
163,2024-05-19 23:18:06,Paid Social,34,purchase,8,8,0.0
167,2023-01-08 02:39:53,Affiliate,6,add_to_cart,1,7,0.0
167,2023-03-01 22:40:58,Display,23,product_view,2,7,0.0
167,2023-08-31 09:34:13,Affiliate,7,page_view,3,7,0.0
167,2023-12-24 12:09:36,Display,1,page_view,4,7,0.0
167,2023-12-31 21:35:16,Display,46,search,5,7,0.0
167,2024-01-04 19:33:12,Paid Social,44,search,6,7,0.0
167,2024-01-14 13:37:41,Paid Search,27,purchase,7,7,0.0
169,2023-01-24 21:20:47,Referrals,24,purchase,1,1,4367.39
170,2023-02-03 11:03:49,Affiliate,29,page_view,1,3,1297.8633333333335
170,2023-03-18 04:48:04,Affiliate,13,page_view,2,3,1297.8633333333335
170,2023-06-28 05:40:42,Email,41,purchase,3,3,1297.8633333333335
172,2023-01-11 04:23:01,Referrals,29,page_view,1,5,800.102
172,2023-02-28 14:03:09,Referrals,14,checkout,2,5,800.102
172,2023-06-28 22:51:15,Referrals,7,wishlist,3,5,800.102
172,2023-08-09 01:01:30,Paid Search,40,page_view,4,5,800.102
172,2023-12-28 07:32:02,Referrals,27,purchase,5,5,800.102
174,2023-04-09 01:12:22,Direct,35,add_to_cart,1,2,1339.16
174,2023-04-16 02:30:39,Display,13,purchase,2,2,1339.16
178,2023-03-23 00:31:10,Paid Search,36,purchase,1,1,8200.599999999999
179,2023-01-05 13:42:19,Paid Social,28,search,1,8,1343.4825
179,2023-05-09 01:53:46,Paid Search,18,page_view,2,8,1343.4825
179,2023-05-23 23:36:42,Email,33,add_to_cart,3,8,1343.4825
179,2023-11-07 15:37:33,Direct,35,product_view,4,8,1343.4825
179,2024-01-04 11:59:24,Referrals,25,product_view,5,8,1343.4825
179,2024-09-13 10:13:34,Direct,8,wishlist,6,8,1343.4825
179,2024-10-08 11:46:38,Referrals,2,search,7,8,1343.4825
179,2024-10-12 10:33:53,Display,41,purchase,8,8,1343.4825
180,2023-03-20 22:14:32,Referrals,35,search,1,3,1931.03
180,2023-05-25 09:11:38,Paid Social,44,checkout,2,3,1931.03
180,2023-06-07 18:19:59,Referrals,14,purchase,3,3,1931.03
182,2023-01-04 00:16:33,Email,9,add_to_cart,1,2,266.81
182,2023-04-19 06:08:48,Affiliate,47,purchase,2,2,266.81
186,2023-01-22 01:00:46,Display,48,wishlist,1,3,678.58
186,2023-03-07 22:39:43,Display,34,page_view,2,3,678.58
186,2023-09-19 01:26:06,Paid Social,43,purchase,3,3,678.58
188,2023-04-19 02:14:34,Paid Social,42,page_view,1,10,187.75
188,2023-09-24 17:32:26,Referrals,40,page_view,2,10,187.75
188,2024-01-06 04:14:14,Affiliate,49,add_to_cart,3,10,187.75
188,2024-04-07 04:27:21,Direct,15,page_view,4,10,187.75
188,2024-07-13 06:42:25,Paid Search,17,product_view,5,10,187.75
188,2024-08-27 15:22:01,Referrals,29,login,6,10,187.75
188,2024-11-10 12:23:34,Affiliate,48,search,7,10,187.75
188,2024-12-10 06:41:51,Referrals,17,page_view,8,10,187.75
188,2024-12-23 21:49:09,Email,41,page_view,9,10,187.75
188,2025-02-14 02:32:51,Affiliate,31,purchase,10,10,187.75
194,2023-03-18 11:53:03,Email,25,purchase,1,1,1005.15
199,2023-01-29 03:29:24,Display,33,purchase,1,1,723.2
200,2023-03-24 08:37:01,Affiliate,28,login,1,6,333.9216666666667
200,2023-04-22 12:22:08,Affiliate,27,login,2,6,333.9216666666667
200,2023-04-27 06:50:49,Email,17,search,3,6,333.9216666666667
200,2023-09-13 08:41:35,Direct,33,page_view,4,6,333.9216666666667
200,2023-10-01 21:05:26,Paid Search,40,product_view,5,6,333.9216666666667
200,2023-12-19 21:52:07,Display,18,purchase,6,6,333.9216666666667
201,2023-02-02 03:48:01,Paid Social,41,purchase,1,1,77.44
204,2023-01-27 00:41:05,Affiliate,17,search,1,7,311.6771428571428
204,2023-05-30 15:15:30,Display,29,login,2,7,311.6771428571428
204,2023-08-12 14:13:26,Referrals,43,page_view,3,7,311.6771428571428
204,2023-09-15 06:00:30,Affiliate,18,page_view,4,7,311.6771428571428
204,2023-10-10 06:23:31,Paid Search,21,page_view,5,7,311.6771428571428
204,2024-01-15 05:15:10,Paid Search,12,page_view,6,7,311.6771428571428
204,2024-03-26 11:22:06,Display,3,purchase,7,7,311.6771428571428
211,2023-01-18 10:44:55,Email,38,checkout,1,3,281.11
211,2024-06-05 23:20:30,Direct,18,page_view,2,3,281.11
211,2024-10-09 23:19:53,Email,25,purchase,3,3,281.11
214,2023-02-03 21:09:31,Referrals,1,checkout,1,6,564.4499999999999
214,2023-05-20 03:57:33,Email,33,product_view,2,6,564.4499999999999
214,2023-08-16 04:55:08,Email,30,checkout,3,6,564.4499999999999
214,2023-11-30 19:38:13,Email,47,login,4,6,564.4499999999999
214,2024-01-10 19:10:07,Paid Search,40,login,5,6,564.4499999999999
214,2024-06-18 06:34:28,Paid Search,31,purchase,6,6,564.4499999999999
218,2023-04-10 03:13:04,Paid Social,33,product_view,1,8,0.0
218,2024-02-28 02:53:15,Referrals,40,product_view,2,8,0.0
218,2024-03-15 22:46:47,Affiliate,14,page_view,3,8,0.0
218,2024-06-14 04:03:54,Paid Social,8,product_view,4,8,0.0
218,2024-06-29 13:09:32,Paid Search,10,page_view,5,8,0.0
218,2024-08-04 20:30:04,Referrals,19,page_view,6,8,0.0
218,2024-10-14 07:46:12,Referrals,25,page_view,7,8,0.0
218,2024-11-06 01:59:45,Paid Search,20,purchase,8,8,0.0
225,2023-02-01 08:41:02,Paid Search,14,page_view,1,9,18.545555555555556
225,2023-04-06 05:27:55,Email,28,wishlist,2,9,18.545555555555556
225,2023-05-06 19:34:04,Direct,45,page_view,3,9,18.545555555555556
225,2023-06-19 01:24:52,Referrals,3,page_view,4,9,18.545555555555556
225,2023-07-13 16:02:45,Paid Search,36,page_view,5,9,18.545555555555556
225,2023-09-24 12:50:34,Referrals,16,product_view,6,9,18.545555555555556
225,2023-09-27 08:45:43,Affiliate,34,add_to_cart,7,9,18.545555555555556
225,2024-05-22 17:03:19,Referrals,4,product_view,8,9,18.545555555555556
225,2024-10-14 17:51:07,Email,41,purchase,9,9,18.545555555555556
228,2023-02-18 03:40:45,Referrals,41,purchase,1,1,6448.6
229,2023-01-09 07:12:30,Referrals,9,product_view,1,9,0.0
229,2023-01-10 16:12:32,Paid Search,20,page_view,2,9,0.0
229,2023-01-22 00:20:37,Display,10,page_view,3,9,0.0
229,2023-04-12 08:59:42,Referrals,35,page_view,4,9,0.0
229,2023-04-17 18:21:56,Display,28,search,5,9,0.0
229,2023-04-24 23:11:02,Display,37,page_view,6,9,0.0
229,2023-05-07 07:11:34,Email,38,page_view,7,9,0.0
229,2023-05-15 04:48:47,Display,34,search,8,9,0.0
229,2023-07-16 20:57:13,Paid Social,47,purchase,9,9,0.0
231,2023-01-02 05:34:14,Paid Social,35,page_view,1,3,0.0
231,2023-08-06 08:53:30,Referrals,15,product_view,2,3,0.0
231,2024-03-08 10:15:48,Affiliate,11,purchase,3,3,0.0
236,2023-01-20 01:52:48,Paid Search,43,page_view,1,2,827.16
236,2023-03-06 16:03:54,Paid Social,6,purchase,2,2,827.16
240,2023-06-18 06:56:04,Email,24,wishlist,1,10,0.0
240,2023-06-23 21:52:40,Paid Search,3,page_view,2,10,0.0
240,2023-09-24 11:08:14,Paid Search,4,wishlist,3,10,0.0
240,2024-03-16 08:24:13,Direct,39,product_view,4,10,0.0
240,2024-05-28 17:18:55,Affiliate,27,page_view,5,10,0.0
240,2024-06-12 06:47:10,Direct,25,page_view,6,10,0.0
240,2024-10-03 02:43:35,Paid Search,37,product_view,7,10,0.0
240,2024-10-13 11:16:06,Email,3,product_view,8,10,0.0
240,2024-11-01 02:26:00,Referrals,14,page_view,9,10,0.0
240,2025-01-17 20:46:14,Display,42,purchase,10,10,0.0
243,2023-02-17 13:51:27,Paid Social,44,add_to_cart,1,4,1006.82
243,2023-03-24 04:01:51,Display,30,page_view,2,4,1006.82
243,2023-10-08 05:22:59,Affiliate,43,login,3,4,1006.82
243,2023-10-29 05:16:04,Affiliate,31,purchase,4,4,1006.82
246,2023-01-17 08:24:12,Paid Social,3,purchase,1,1,0.0
247,2023-01-21 01:28:11,Display,19,page_view,1,4,637.09
247,2024-04-08 04:52:45,Email,43,page_view,2,4,637.09
247,2024-06-02 19:28:22,Email,14,product_view,3,4,637.09
247,2024-10-13 13:35:54,Affiliate,23,purchase,4,4,637.09
248,2023-04-05 09:53:57,Paid Social,40,purchase,1,1,0.0
250,2023-05-14 13:45:14,Display,23,purchase,1,1,5371.71
252,2023-03-14 22:11:05,Paid Search,21,product_view,1,5,683.772
252,2023-03-23 13:34:23,Affiliate,24,product_view,2,5,683.772
252,2023-08-11 05:02:20,Affiliate,4,page_view,3,5,683.772
252,2023-09-02 05:12:44,Direct,39,checkout,4,5,683.772
252,2024-05-10 02:49:58,Paid Search,33,purchase,5,5,683.772
255,2023-01-11 12:19:34,Paid Social,39,wishlist,1,12,481.19249999999994
255,2023-03-04 15:32:30,Email,12,wishlist,2,12,481.19249999999994
255,2023-04-26 01:30:54,Email,15,product_view,3,12,481.19249999999994
255,2023-05-01 14:13:52,Direct,43,product_view,4,12,481.19249999999994
255,2023-10-27 15:00:09,Email,4,product_view,5,12,481.19249999999994
255,2023-10-30 06:47:33,Referrals,19,page_view,6,12,481.19249999999994
255,2024-02-13 08:17:21,Paid Search,42,page_view,7,12,481.19249999999994
255,2024-04-18 23:39:10,Paid Social,31,product_view,8,12,481.19249999999994
255,2024-05-01 13:42:59,Affiliate,21,checkout,9,12,481.19249999999994
255,2024-05-27 09:38:43,Paid Search,39,product_view,10,12,481.19249999999994
255,2024-06-06 08:33:07,Affiliate,37,page_view,11,12,481.19249999999994
255,2024-07-29 07:44:00,Paid Social,29,purchase,12,12,481.19249999999994
257,2023-01-05 07:36:36,Paid Search,41,add_to_cart,1,2,0.0
257,2023-01-07 11:39:24,Affiliate,49,purchase,2,2,0.0
