transaction_id,customer_id,campaign_id,traffic_source,first_click_revenue,last_click_revenue,linear_revenue
348,65844,0,Organic,0.0,60.39,20.13
349,33361,0,Organic,90.88,0.0,30.29
349,33361,0,Organic,0.0,0.0,30.29
349,33361,0,Organic,0.0,90.88,30.29
350,67757,0,Organic,53.0,53.0,53.0
351,10884,0,Organic,126.17,0.0,31.54
351,10884,0,Organic,0.0,0.0,31.54
351,10884,0,Organic,0.0,0.0,31.54
351,10884,0,Organic,0.0,126.17,31.54
352,57470,0,Direct,52.79,0.0,13.2
352,57470,15,Paid Search,0.0,0.0,13.2
352,57470,0,Direct,0.0,0.0,13.2
352,57470,0,Direct,0.0,52.79,13.2
357,3156,0,Organic,380.36,0.0,190.18
357,3156,20,Social,0.0,380.36,190.18
360,20144,35,Paid Search,10.39,10.39,10.39
362,20515,0,Organic,183.56,183.56,183.56
364,45659,0,Direct,22.82,22.82,22.82
365,59990,36,Paid Search,37.49,0.0,18.75
365,59990,18,Paid Search,0.0,37.49,18.75
367,43391,36,Social,153.25,153.25,153.25
369,99307,23,Social,10.26,0.0,5.13
369,99307,0,Organic,0.0,10.26,5.13
370,63598,42,Email,74.06,0.0,24.69
370,63598,0,Organic,0.0,0.0,24.69
370,63598,16,Email,0.0,74.06,24.69
371,87054,42,Paid Search,94.61,94.61,94.61
372,28109,43,Social,151.81,0.0,75.91
372,28109,0,Direct,0.0,151.81,75.91
373,84539,36,Social,102.13,102.13,102.13
375,5291,0,Organic,134.12,134.12,134.12
376,83959,0,Organic,42.69,0.0,21.34
376,83959,0,Organic,0.0,42.69,21.34
377,111,27,Email,19.95,19.95,19.95
378,86692,0,Direct,11.22,11.22,11.22
380,8093,0,Organic,104.63,0.0,34.88
380,8093,0,Organic,0.0,0.0,34.88
380,8093,0,Organic,0.0,104.63,34.88
381,22882,29,Social,38.58,0.0,19.29
381,22882,36,Social,0.0,38.58,19.29
383,53227,0,Organic,83.89,0.0,41.95
383,53227,15,Email,0.0,83.89,41.95
384,751,0,Organic,38.6,38.6,38.6
385,18663,50,Social,75.78,0.0,37.89
385,18663,0,Direct,0.0,75.78,37.89
386,8703,42,Social,28.1,28.1,28.1
388,86271,0,Organic,76.24,0.0,38.12
388,86271,3,Email,0.0,76.24,38.12
389,57603,37,Paid Search,20.26,20.26,20.26
390,82305,11,Social,259.33,0.0,129.66
390,82305,0,Direct,0.0,259.33,129.66
392,88612,0,Organic,207.06,0.0,69.02
392,88612,16,Paid Search,0.0,0.0,69.02
392,88612,2,Social,0.0,207.06,69.02
393,77232,32,Social,120.97,120.97,120.97
394,31999,0,Direct,13.12,0.0,6.56
394,31999,0,Organic,0.0,13.12,6.56
395,19004,35,Social,94.36,94.36,94.36
396,91265,33,Paid Search,16.46,16.46,16.46
397,78227,48,Social,100.31,100.31,100.31
399,95471,0,Organic,11.17,11.17,11.17
402,85396,13,Social,23.17,0.0,11.59
402,85396,0,Organic,0.0,23.17,11.59
403,74733,17,Social,99.37,0.0,49.69
403,74733,0,Organic,0.0,99.37,49.69
404,62865,15,Paid Search,112.37,0.0,56.19
404,62865,0,Organic,0.0,112.37,56.19
410,7044,0,Organic,100.46,100.46,100.46
412,47200,0,Direct,84.56,84.56,84.56
414,24597,0,Organic,53.99,0.0,18.0
414,24597,0,Organic,0.0,0.0,18.0
414,24597,0,Direct,0.0,53.99,18.0
415,27653,40,Social,86.26,0.0,43.13
415,27653,38,Paid Search,0.0,86.26,43.13
416,12816,0,Direct,51.65,0.0,17.22
416,12816,0,Organic,0.0,0.0,17.22
416,12816,26,Social,0.0,51.65,17.22
417,58338,0,Organic,154.63,154.63,154.63
419,30543,24,Email,21.15,21.15,21.15
421,37851,20,Social,71.14,71.14,71.14
422,93378,31,Email,97.5,97.5,97.5
424,26092,19,Paid Search,34.32,34.32,34.32
425,62764,0,Organic,185.56,0.0,92.78
425,62764,29,Paid Search,0.0,185.56,92.78
426,98049,0,Organic,78.77,0.0,39.38
426,98049,0,Organic,0.0,78.77,39.38
428,87452,29,Paid Search,130.98,0.0,43.66
428,87452,0,ORGANIC,0.0,0.0,43.66
428,87452,0,Organic,0.0,130.98,43.66
429,34024,0,Organic,169.51,169.51,169.51
433,82033,0,Organic,116.42,116.42,116.42
435,7862,0,Direct,64.27,64.27,64.27
440,10159,0,Organic,16.92,16.92,16.92
447,49389,1,Paid Search,166.68,166.68,166.68
448,55611,0,Organic,34.58,34.58,34.58
449,94394,14,Email,55.61,0.0,27.8
449,94394,0,Organic,0.0,55.61,27.8
450,40992,0,Organic,168.53,168.53,168.53
451,33916,21,Paid Search,70.24,0.0,35.12
451,33916,0,Organic,0.0,70.24,35.12
452,61263,0,Organic,260.19,260.19,260.19
454,36738,0,Direct,93.53,93.53,93.53
455,89603,14,Email,160.82,0.0,40.2
455,89603,44,Paid Search,0.0,0.0,40.2
455,89603,30,Social,0.0,0.0,40.2
455,89603,45,Social,0.0,160.82,40.2
457,18014,49,Social,9.09,9.09,9.09
459,19983,15,Email,53.32,53.32,53.32
462,13960,18,Paid Search,140.06,0.0,35.02
462,13960,0,Direct,0.0,0.0,35.02
462,13960,19,Social,0.0,0.0,35.02
462,13960,0,Organic,0.0,140.06,35.02
464,53062,0,Organic,389.27,0.0,194.63
464,53062,23,Paid Search,0.0,389.27,194.63
466,73071,0,Organic,42.66,42.66,42.66
467,22785,0,Organic,50.99,50.99,50.99
471,3001,37,Paid Search,16.1,0.0,3.22
471,3001,42,Email,0.0,0.0,3.22
471,3001,0,Organic,0.0,0.0,3.22
471,3001,45,Paid Search,0.0,0.0,3.22
471,3001,44,Paid Search,0.0,16.1,3.22
472,43835,24,Paid Search,66.24,66.24,66.24
473,11097,15,Paid Search,75.8,75.8,75.8
478,42343,1,Paid Search,76.98,76.98,76.98
484,36750,0,Organic,43.98,43.98,43.98
485,14219,0,Organic,141.58,141.58,141.58
487,53279,0,Organic,72.82,0.0,12.14
487,53279,0,Direct,0.0,0.0,12.14
487,53279,27,Paid Search,0.0,0.0,12.14
487,53279,0,Organic,0.0,0.0,12.14
487,53279,44,Email,0.0,0.0,12.14
487,53279,0,Organic,0.0,72.82,12.14
488,84228,8,Paid Search,78.23,78.23,78.23
489,1283,0,Organic,45.09,0.0,11.27
489,1283,36,Social,0.0,0.0,11.27
489,1283,0,Organic,0.0,0.0,11.27
489,1283,35,Social,0.0,45.09,11.27
490,39950,15,Email,120.04,0.0,40.01
490,39950,50,Email,0.0,0.0,40.01
490,39950,0,Direct,0.0,120.04,40.01
492,90210,0,Organic,122.44,122.44,122.44
496,12098,0,Organic,302.08,0.0,151.04
496,12098,46,Paid Search,0.0,302.08,151.04
498,29606,15,Paid Search,15.91,15.91,15.91
499,50395,0,Organic,32.84,32.84,32.84
501,62429,0,Direct,15.05,0.0,5.02
501,62429,20,Social,0.0,0.0,5.02
501,62429,0,Organic,0.0,15.05,5.02
503,82299,0,Organic,35.42,35.42,35.42
504,37787,19,Paid Search,48.1,0.0,24.05
504,37787,28,Email,0.0,48.1,24.05
507,80639,0,Organic,121.26,0.0,60.63
507,80639,0,Organic,0.0,121.26,60.63
508,86686,28,Paid Search,116.45,116.45,116.45
509,61814,22,Social,128.99,0.0,43.0
509,61814,0,Organic,0.0,0.0,43.0
509,61814,37,Social,0.0,128.99,43.0
512,85812,50,Paid Search,110.69,110.69,110.69
513,28283,0,Organic,122.73,0.0,61.37
513,28283,46,Email,0.0,122.73,61.37
514,98141,0,Organic,90.3,0.0,45.15
514,98141,11,Social,0.0,90.3,45.15
515,29212,0,Organic,143.18,0.0,47.73
515,29212,25,Paid Search,0.0,0.0,47.73
515,29212,0,Organic,0.0,143.18,47.73
516,78289,0,Direct,16.42,0.0,5.47
516,78289,11,Paid Search,0.0,0.0,5.47
516,78289,0,Organic,0.0,16.42,5.47
517,13766,47,Email,233.34,233.34,233.34
518,33089,0,Direct,27.39,0.0,13.7
518,33089,38,Social,0.0,27.39,13.7
519,61379,0,Organic,237.96,237.96,237.96
521,55517,40,Paid Search,118.83,0.0,59.41
521,55517,37,PAID SEARCH,0.0,118.83,59.41
522,34151,0,ORGANIC,73.3,0.0,24.43
522,34151,35,Paid Search,0.0,0.0,24.43
522,34151,0,Direct,0.0,73.3,24.43
523,87035,10,Social,129.5,0.0,64.75
523,87035,37,Social,0.0,129.5,64.75
524,72932,2,Paid Search,164.09,164.09,164.09
527,58790,46,Social,25.75,25.75,25.75
529,94496,0,Organic,76.45,76.45,76.45
530,31712,0,Organic,132.72,132.72,132.72
534,30900,40,Social,87.05,0.0,43.52
534,30900,0,Organic,0.0,87.05,43.52
536,32557,47,Paid Search,48.33,48.33,48.33
538,29669,0,Organic,99.8,0.0,49.9
538,29669,0,Organic,0.0,99.8,49.9
539,76921,11,Email,38.12,38.12,38.12
541,92664,3,Social,107.68,0.0,53.84
541,92664,17,Social,0.0,107.68,53.84
542,45122,0,Organic,66.11,66.11,66.11
543,29588,0,Direct,150.9,150.9,150.9
546,14240,0,Organic,55.02,55.02,55.02
547,74295,40,Social,158.59,158.59,158.59
550,56166,49,Paid Search,46.42,46.42,46.42
553,21884,29,Email,104.08,104.08,104.08
554,26747,38,Paid Search,25.36,25.36,25.36
556,77975,35,Paid Search,115.86,0.0,57.93
556,77975,0,Organic,0.0,115.86,57.93
557,69880,0,Organic,66.49,66.49,66.49
560,26009,0,Organic,68.68,0.0,34.34
560,26009,0,Organic,0.0,68.68,34.34
563,60436,25,Paid Search,19.88,0.0,6.63
563,60436,35,Paid Search,0.0,0.0,6.63
563,60436,32,Social,0.0,19.88,6.63
566,44540,0,Organic,106.46,106.46,106.46
568,50698,0,Organic,41.35,0.0,20.68
568,50698,12,Paid Search,0.0,41.35,20.68
569,45935,0,Organic,84.9,0.0,42.45
569,45935,0,Organic,0.0,84.9,42.45
572,48010,0,Organic,77.66,0.0,38.83
572,48010,42,Paid Search,0.0,77.66,38.83
573,31494,0,Organic,36.36,36.36,36.36
574,45069,47,Email,21.97,0.0,5.49
574,45069,45,Social,0.0,0.0,5.49
574,45069,27,Paid Search,0.0,0.0,5.49
574,45069,48,Paid Search,0.0,21.97,5.49
579,56334,28,Paid Search,58.4,58.4,58.4
580,32333,3,Email,44.34,0.0,22.17
580,32333,35,Email,0.0,44.34,22.17
581,50108,0,Direct,58.76,0.0,14.69
581,50108,0,Organic,0.0,0.0,14.69
581,50108,0,Direct,0.0,0.0,14.69
581,50108,0,Organic,0.0,58.76,14.69
582,43276,0,Direct,46.91,46.91,46.91
584,3748,5,Email,96.85,0.0,24.21
584,3748,7,Paid Search,0.0,0.0,24.21
584,3748,0,Organic,0.0,0.0,24.21
584,3748,0,Direct,0.0,96.85,24.21
585,91685,4,Paid Search,8.79,0.0,4.39
585,91685,11,Paid Search,0.0,8.79,4.39
586,87607,40,Paid Search,8.9,0.0,4.45
586,87607,32,Social,0.0,8.9,4.45
587,99043,0,ORGANIC,24.55,0.0,6.14
587,99043,2,Paid Search,0.0,0.0,6.14
587,99043,20,Social,0.0,0.0,6.14
587,99043,0,Organic,0.0,24.55,6.14
588,62354,29,Social,145.2,0.0,72.6
588,62354,0,Organic,0.0,145.2,72.6
591,11975,0,Organic,99.57,99.57,99.57
592,72006,0,Organic,141.48,0.0,70.74
592,72006,0,Organic,0.0,141.48,70.74
595,25660,0,Organic,30.16,30.16,30.16
599,32466,0,Organic,38.12,38.12,38.12
600,86249,45,Paid Search,57.82,0.0,28.91
600,86249,30,Paid Search,0.0,57.82,28.91
601,77157,0,Organic,10.27,10.27,10.27
604,90379,46,Paid Search,46.71,46.71,46.71
605,788,0,Organic,155.28,155.28,155.28
611,92468,0,Organic,176.18,0.0,88.09
611,92468,7,Social,0.0,176.18,88.09
612,47803,19,Paid Search,17.14,17.14,17.14
615,78632,0,Organic,117.77,0.0,58.88
615,78632,20,Paid Search,0.0,117.77,58.88
617,58950,35,Social,13.85,13.85,13.85
618,58426,0,Organic,23.51,23.51,23.51
620,87466,19,Email,183.56,0.0,91.78
620,87466,4,Email,0.0,183.56,91.78
621,29971,0,Organic,17.15,17.15,17.15
623,94694,37,Email,11.17,0.0,5.58
623,94694,30,Email,0.0,11.17,5.58
625,45508,33,Social,56.73,56.73,56.73
626,33110,0,Organic,86.69,86.69,86.69
627,45949,41,PAID SEARCH,21.2,21.2,21.2
628,41936,19,Paid Search,251.5,251.5,251.5
630,52324,18,Paid Search,457.88,457.88,457.88
631,47906,20,Email,21.69,21.69,21.69
632,75718,31,Social,95.85,0.0,47.92
632,75718,9,Social,0.0,95.85,47.92
636,80221,0,Organic,56.92,0.0,28.46
636,80221,11,Email,0.0,56.92,28.46
638,59429,11,Email,117.3,117.3,117.3
641,73555,40,Paid Search,16.13,0.0,8.06
641,73555,0,Direct,0.0,16.13,8.06
644,91941,43,Email,71.1,0.0,35.55
644,91941,14,Email,0.0,71.1,35.55
645,77512,3,Paid Search,440.48,0.0,220.24
645,77512,9,Paid Search,0.0,440.48,220.24
648,7571,0,Organic,127.65,0.0,42.55
648,7571,16,Social,0.0,0.0,42.55
648,7571,0,Direct,0.0,127.65,42.55
649,43792,3,Email,20.73,0.0,10.37
649,43792,37,EMAIL,0.0,20.73,10.37
650,33727,0,Organic,177.74,177.74,177.74
654,40121,7,Email,72.33,0.0,36.16
654,40121,29,Social,0.0,72.33,36.16
655,34937,24,Paid Search,92.83,92.83,92.83
656,63296,0,Organic,95.62,0.0,31.87
